wbid	deletion	N2
F07E5.6	WBGene00017211	150.67371601242	193.092888880016
F07E5.7	WBGene00017212	0.938114344468739	2.29464626856648
F07E5.8	WBGene00017213	0.186230636929456	0.550980785036537
F07E5.9	WBGene00017214	0.715191726571339	0.509456998556947
F07F6.1	WBGene00017215	1.3842655317981	0.98419098054648
F07F6.2	WBGene00017216	12.2636379597249	6.68144706013555
F07F6.4	WBGene00017217	744.694518218981	906.176755505705
F07F6.5	WBGene00017218	3.2564859455844	4.164938065821
F07F6.6	WBGene00003774	2.03787227549226	5.0459440880571
F07F6.7	WBGene00017219	3.08908696292339	6.39875432572893
F07F6.8	WBGene00017220	1059.88014438863	940.575404984174
F07F6.9	WBGene00006005	NA	NA
F07G11.1	WBGene00017228	NA	NA
F07G11.2	WBGene00017229	0.36271952805461	0.833045337075359
F07G11.3	WBGene00017230	0.362720569109508	0.272190960426391
F07G11.4	WBGene00017231	0.186228194785173	0.437075708693117
F07G11.5	WBGene00005617	0.656015724924636	0.893597567015788
F07G11.7	WBGene00017232	0.656912498257477	0.721118131188036
F07G11.8	WBGene00005897	0.362719801816998	0.218921219329348
F07G11.9	WBGene00017233	1.449494998847	0.77738581872162
F07G6.1	WBGene00017221	1.36815914399533	2.88621838789186
F07G6.10	WBGene00045271	0.362719801816998	0.218921219329348
F07G6.2	WBGene00017222	0.362719766836278	0.616757855894383
F07G6.3	WBGene00017223	0.186228548967043	0.524089434658417
F07G6.5	WBGene00017224	0.362718970697819	1.04187674411092
F07G6.6	WBGene00017225	6.02881910572878	9.51798542502877
F07G6.7	WBGene00017226	6.97358303234934	5.19977919843664
F07G6.8	WBGene00017227	2.49573562641185	7.3228316510054
F07G6.9	WBGene00044583	0.362719801816998	0.218921219329348
F07H5.10	WBGene00008561	168.207166446043	130.418029738485
F07H5.13	WBGene00008563	573.266993247573	387.880544759449
F07H5.2	WBGene00004790	100.072912814649	159.033969525262
F07H5.6	WBGene00008557	28.2020266985725	54.4561477738156
F07H5.7	WBGene00008558	13.1915746978581	19.8273596166291
F07H5.8	WBGene00008559	60.9106974578022	142.040869669954
F07H5.9	WBGene00008560	11.4941043404253	36.6193418751597
F08A10.1	WBGene00008570	22.0793270154405	47.6304447676501
F08A10.2	WBGene00023411	0.740806875367994	0.21892172548753
F08A7.1	WBGene00045013	2.03200455427577	0.983918909498178
F08A8.1	WBGene00008564	329.774024401658	386.093814129624
F08A8.2	WBGene00008565	28.5904274557528	27.6674229362878
F08A8.3	WBGene00008566	12.9026226228245	13.4483036996738
F08A8.4	WBGene00008567	0.18622712534603	1.17402821521733
F08A8.5	WBGene00008568	4.56786905128548	7.37068577802707
F08A8.6	WBGene00006484	0.362722819698379	0.869211923754195
F08A8.7	WBGene00008569	240.356088838995	281.302939811779
F08A8.8	WBGene00045468	1.62259283490132	1.60927253860963
F08B1.1	WBGene00006923	1057.96386834917	1528.53019940352
F08B1.2	WBGene00001538	73.3424844059683	161.094739698042
F08B1.3	WBGene00017234	45.3542597008465	97.1063127936517
F08B12.1	WBGene00008571	318.876104229137	451.938026332525
F08B12.2	WBGene00004197	171.712807848486	156.322163956104
F08B12.3	WBGene00004831	65.9456084095376	146.558945619755
F08B12.4	WBGene00008572	297.493662229349	397.462468870965
F08B12.5	WBGene00008573	1.58585009745	2.04498186687524
F08B4.1	WBGene00000994	499.705234592358	704.467825576226
F08B4.2	WBGene00000397	534.2858829342	1051.55891909172
F08B4.3	WBGene00017235	23.384328000606	22.3556113001842
F08B4.4	WBGene00017236	9.36116846089267	15.6043395973104
F08B4.5	WBGene00017237	539.195253707975	700.897423808904
F08B4.6	WBGene00002028	756.166543574299	797.740648554621
F08B4.7	WBGene00017238	1817.51849679769	1635.73100423361
F08B6.1	WBGene00017239	84.0754968540158	70.0555758704549
F08B6.2	WBGene00001682	3531.56313256328	4664.59733456218
F08B6.3	WBGene00017240	255.294588919047	241.075526267895
F08B6.4	WBGene00006819	646.947056924289	1092.14302260163
F08C6.1	WBGene00000083	88.0044938763588	80.0623770812365
F08C6.2	WBGene00017241	866.656851354882	705.983014896462
F08C6.3	WBGene00007059	264.076156403824	229.504271043043
F08C6.4	WBGene00006063	3825.42965128028	2280.7942195564
F08C6.5	WBGene00017243	11.2984057299272	16.4673914847118
F08C6.6	WBGene00017244	723.462285260395	588.237381922632
F08C6.7	WBGene00006827	189.631865583132	258.688266986235
F08D12.1	WBGene00017245	1171.70091480749	1321.89273029885
F08D12.10	WBGene00017253	643.939559546978	674.354981563092
F08D12.11	WBGene00017254	203.224731719634	196.492315149802
F08D12.12	WBGene00017255	11.0139588216119	17.3797105118256
F08D12.2	WBGene00017246	0.362722057602027	5.62178601526337
F08D12.3	WBGene00017247	4.03969581862116	12.6993547829758
F08D12.4	WBGene00017248	5.16154261402265	8.8400519978292
F08D12.6	WBGene00017249	245.48883744653	176.574111969957
F08D12.7	WBGene00017250	20.4585466906029	26.5656281104173
F08D12.8	WBGene00017251	185.610174674679	202.891616962004
F08D12.9	WBGene00017252	251.24943966644	199.31591289608
F08E10.1	WBGene00005442	0.74080367503107	0.274927675954803
F08E10.2	WBGene00008574	0.662835732434073	1.20556414239935
F08E10.3	WBGene00005341	0.362719801816998	0.218921219329348
F08E10.6	WBGene00005330	0.73586470591054	0.349622042398396
F08E10.7	WBGene00008575	NA	NA
F08F1.1	WBGene00002195	5.91733188957624	9.1493554402408
F08F1.3	WBGene00017257	47.9377774793139	52.5313592691524
F08F1.4	WBGene00017258	0.186229739602114	0.335498678888192
F08F1.5	WBGene00000422	334.717518891653	238.007076136588
F08F1.6	WBGene00004998	110.872634382261	170.720471365479
F08F1.7	WBGene00006472	1952.0486302331	2225.53258095097
F08F1.8	WBGene00006649	1492.5697402938	1411.57332600987
F08F1.9	WBGene00017259	0.3627187045928	0.697477180110043
F08F3.1	WBGene00017260	10.3163501488715	28.7342785913976
F08F3.10	WBGene00017266	8.17590558346144	15.1211372682251
F08F3.2	WBGene00017261	496.622492553342	548.361736448329
F08F3.3	WBGene00004358	41.06883337424	35.0051642094342
F08F3.4	WBGene00017262	49.4408504333592	82.807314630868
F08F3.6	WBGene00017263	788.164622693536	970.092377862775
F08F3.7	WBGene00000373	30.1459658710493	26.856106719551
F08F3.8	WBGene00017264	6.02039190879856	1.13013276204893
F08F3.9	WBGene00017265	140.486534825169	57.9520422742112
F08F8.1	WBGene00017267	0.186229379438537	0.274926316556657
F08F8.10	WBGene00017275	550.734259594409	551.031675482829
F08F8.2	WBGene00017268	571.218253935062	503.674890516312
F08F8.3	WBGene00002182	211.728559310745	226.176299003601
F08F8.4	WBGene00017269	315.154612360166	417.068677090863
F08F8.5	WBGene00017270	NA	NA
F08F8.6	WBGene00017271	2.98244534067977	2.6576811245388
F08F8.7	WBGene00017272	230.377333587192	257.061543979022
F08F8.8	WBGene00017273	337.296128099838	275.434418914066
F08F8.9	WBGene00017274	1885.82379932887	2085.7250322734
F08G12.1	WBGene00008585	603.275882327546	577.613932277064
F08G12.10	WBGene00002124	6868.2056644293	4436.30244177614
F08G12.11	WBGene00044135	2.60764120845098	4.25442703569953
F08G12.2	WBGene00008586	1423.52954018836	1472.56571362968
F08G12.3	WBGene00008587	132.802889991037	126.010398482462
F08G12.4	WBGene00006922	132.977076342719	110.684922515815
F08G12.5	WBGene00008588	43.7163902482785	36.7856210043427
F08G12.8	WBGene00008589	12.9015643455671	28.8398421240367
F08G2.1	WBGene00001918	NA	NA
F08G2.2	WBGene00001917	NA	NA
F08G2.3	WBGene00001916	0.362719645565109	1.15042302768048
F08G2.4	WBGene00008576	219.184718255283	169.431203743619
F08G2.5	WBGene00008577	21.2854275927288	17.2607277554169
F08G2.6	WBGene00002120	5.66480620438487	7.24011038252561
F08G2.7	WBGene00008578	742.517184001926	742.322276206913
F08G2.8	WBGene00008579	26.999487711078	39.4596482808739
F08G5.1	WBGene00008580	624.669817598395	604.255034152148
F08G5.2	WBGene00008581	1.09725335785741	0.604466365502633
F08G5.3	WBGene00008582	47.367332233357	136.161986764783
F08G5.4	WBGene00000704	180.64309072601	429.341579940755
F08G5.5	WBGene00008583	25.7623264090285	38.0691358438362
F08G5.6	WBGene00008584	0.362721227330802	6.5024290854435
F08G5.7	WBGene00023502	0.36271899609209	0.630409141687536
F08H9.1	WBGene00000592	209.860334122395	278.527895937661
F08H9.12	WBGene00023515	2.88353245089425	4.70590163142602
F08H9.2	WBGene00008590	2.98304000484998	3.09252274139961
F08H9.3	WBGene00008591	24.3383559356375	19.3947203036374
F08H9.4	WBGene00008592	9.80428440091606	6.04345777410231
F08H9.5	WBGene00008593	16.3597719411801	17.3276796522846
F08H9.6	WBGene00008594	6.49999407887816	5.27839466807463
F08H9.7	WBGene00008595	31.0541001364279	55.3202193053071
F08H9.8	WBGene00008596	4.73119203998139	2.34064819803873
F08H9.9	WBGene00008597	0.186229379438537	0.274926316556657
F09A5.1	WBGene00008598	1.07091928261279	1.102055003597
F09A5.2	WBGene00008599	14.5773100515809	18.1942123721753
F09A5.3	WBGene00008600	2.75169779782593	2.01114194488853
F09A5.4	WBGene00008601	1141.68838027211	1340.7887829158
F09A5.9	WBGene00045245	6.59650019028653	9.98781074863694
F09B12.1	WBGene00008605	823.678948073459	1577.41325506145
F09B12.2	WBGene00008606	1011.78609517826	850.453668253877
F09B12.3	WBGene00008607	367.638363784207	503.300449295132
F09B12.5	WBGene00008609	13.5593802688677	22.3108678628173
F09B12.6	WBGene00001468	22.3853720904435	36.3806726056012
F09B12.7	WBGene00195212	2.26487761249996	3.75732540455931
F09B9.1	WBGene00008602	26.1355860683635	13.6136666065895
F09B9.2	WBGene00006839	2041.27100571123	3399.32477971299
F09B9.3	WBGene00001331	2378.21884637806	2025.8335387739
F09B9.4	WBGene00008603	131.690935004273	261.85992053818
F09B9.5	WBGene00008604	11.867981517562	30.6385742311455
F09C11.1	WBGene00017276	NA	NA
F09C12.1	WBGene00001588	2.77902037374354	6.26351359818214
F09C12.2	WBGene00017277	0.362720571539042	2.2881071702085
F09C12.6	WBGene00017278	2.39997841797822	3.12067378827366
F09C12.7	WBGene00003462	NA	NA
F09C12.8	WBGene00017279	1.32179728807563	2.44890054234434
F09C3.1	WBGene00003980	205.799299220742	537.8668149855
F09C3.2	WBGene00008610	19.1502365263306	30.379781868216
F09C3.3	WBGene00008611	85.4911318099854	108.744730474351
F09C3.4	WBGene00008612	85.2563887555336	87.2165664857301
F09C3.5	WBGene00008613	70.0627852225348	61.7939400953835
F09C6.1	WBGene00008615	0.186229379438537	0.274926316556657
F09C6.10	WBGene00008620	0.362720089240448	0.334503322926877
F09C6.11	WBGene00044181	1.59432514736762	0.67087106503839
F09C6.12	WBGene00044182	2.97576162959394	3.39242426775604
F09C6.13	WBGene00044183	NA	NA
F09C6.14	WBGene00044278	0.186229739602114	0.335498678888192
F09C6.15	WBGene00077492	NA	NA
F09C6.16	WBGene00077493	0.362720604345814	0.274926972897472
F09C6.2	WBGene00008616	0.958381752997547	1.1656087570696
F09C6.3	WBGene00008617	0.362719857217338	0.35467601607099
F09C6.6	WBGene00008618	0.18622936134811	0.272190420537235
F09C6.7	WBGene00005145	0.362720569109508	0.272190960426391
F09C6.8	WBGene00008619	1.73728307085495	3.95544397490059
F09C6.9	WBGene00003706	69.9338470179628	104.158324710567
F09C8.1	WBGene00008621	4.07817572446888	14.1394104249878
F09C8.2	WBGene00008622	4407.87617557726	4020.55577280133
F09D1.1	WBGene00017280	962.241254459603	1140.64611268164
F09D12.1	WBGene00001699	40.9265297842252	85.1184486628145
F09D12.2	WBGene00017281	2.61975909210732	3.89877030058519
F09E10.1	WBGene00017294	0.186229379438537	0.274926316556657
F09E10.3	WBGene00000988	572.507536506318	382.44048665901
F09E10.5	WBGene00017295	11.2589661368055	8.14039237805274
F09E10.6	WBGene00017296	92.4501613165637	129.521099981935
F09E10.7	WBGene00017297	11.1735753461366	18.2898594008475
F09E10.8	WBGene00017298	952.934746927741	1196.50418005966
F09E5.1	WBGene00004034	1618.6397295053	1716.79069250929
F09E5.10	WBGene00017288	5.23362100062996	6.52210410340416
F09E5.11	WBGene00017289	244.909055181757	222.47763038269
F09E5.12	WBGene00017290	31.9468924331739	43.6829842628793
F09E5.13	WBGene00000094	527.225581269986	488.083051713576
F09E5.14	WBGene00017291	36.2367562678405	40.0555885280848
F09E5.15	WBGene00006434	8412.23049249417	9758.46714811153
F09E5.16	WBGene00017292	52.01155989065	68.4969489151329
F09E5.17	WBGene00017293	622.15922920899	492.976587500035
F09E5.2	WBGene00017282	462.389519632632	379.21604817932
F09E5.3	WBGene00017283	241.765674607773	248.481898017056
F09E5.4	WBGene00005226	0.724349727339964	1.1195467133142
F09E5.5	WBGene00017284	795.184314541862	1021.25894800554
F09E5.7	WBGene00017285	678.087075939575	558.966863295726
F09E5.8	WBGene00017286	206.868102847454	188.184275573941
F09E5.9	WBGene00017287	1.6706709340223	0.620880123720826
F09E8.1	WBGene00008623	0.727389350002154	0.497315084930625
F09E8.2	WBGene00008624	497.05155400737	515.453761106868
F09E8.3	WBGene00003421	204.796130657938	186.608678222322
F09E8.5	WBGene00008625	0.186229379438537	0.274926316556657
F09E8.6	WBGene00003533	83.4638622176021	117.189772286345
F09E8.7	WBGene00002974	43.0582952131223	108.973807700853
F09E8.8	WBGene00008626	9.56856382956445	11.7473198958537
F09F3.1	WBGene00006021	NA	NA
F09F3.10	WBGene00008630	4.35637915373477	4.07974294995895
F09F3.11	WBGene00006026	0.18623038255104	0.478697384078045
F09F3.12	WBGene00006027	NA	NA
F09F3.13	WBGene00006028	0.652998529889086	0.274722975748365
F09F3.2	WBGene00006022	0.362719801816998	0.218921219329348
F09F3.4	WBGene00006024	0.362719801816998	0.218921219329348
F09F3.5	WBGene00008627	0.18622936134811	0.272190420537235
F09F3.6	WBGene00008628	8.28275851137559	6.2704346461555
F09F3.7	WBGene00006025	0.362719801816998	0.218921219329348
F09F3.9	WBGene00008629	11.0350986932206	13.8755120721643
F09F7.1	WBGene00017299	14.3782179687199	32.2690084631788
F09F7.2	WBGene00003371	2537.52660861696	3517.38283906102
F09F7.3	WBGene00017300	1604.01510802484	1913.49745284384
F09F7.4	WBGene00017301	601.146544941346	654.56728925498
F09F7.5	WBGene00017302	77.5763776165861	114.516518307838
F09F7.6	WBGene00017303	653.920927063184	421.00402296178
F09F7.7	WBGene00017304	364.280699618845	261.640965655656
F09F7.8	WBGene00017305	108.385486610219	85.4707806500666
F09F9.1	WBGene00017306	12.7139205217504	22.6028995884782
F09F9.2	WBGene00017307	303.633085236918	438.756953991878
F09F9.3	WBGene00017308	1.67545104474932	3.32255220794478
F09F9.4	WBGene00017309	197.754126296487	268.492866917295
F09F9.5	WBGene00045395	0.71289967415182	1.58132814373634
F09G2.1	WBGene00017310	42.0623270036832	55.515980018834
F09G2.2	WBGene00017311	2164.32479775726	2159.14455427821
F09G2.3	WBGene00017312	2.2640245118842	1.23437841220113
F09G2.4	WBGene00017313	1284.12268370143	1292.6361746492
F09G2.5	WBGene00017314	59.8627131795603	130.993323709165
F09G2.6	WBGene00017315	0.186230077010095	0.40429800080556
F09G2.7	WBGene00005304	NA	NA
F09G2.8	WBGene00017316	1116.40118889337	1504.72274379229
F09G2.9	WBGene00017317	8726.34015544973	10283.6684698659
F09G8.10	WBGene00044444	4.36426839007075	5.68083961400559
F09G8.2	WBGene00007056	39.7215761301273	27.7397175641341
F09G8.3	WBGene00017319	231.400104739572	238.559002475169
F09G8.4	WBGene00003562	6.68143682966514	14.8087871853901
F09G8.5	WBGene00017320	6.12405466666513	12.4591192266098
F09G8.6	WBGene00000666	19.1625816214615	33.7710711653836
F09G8.7	WBGene00017321	175.870655962151	134.298854966956
F09G8.8	WBGene00017322	25.1511038792498	19.5799707672377
F09G8.9	WBGene00017323	NA	NA
F10A3.1	WBGene00008631	0.186228816468229	3.27743643945781
F10A3.11	WBGene00008636	2.97390985788602	7.19210873125308
F10A3.12	WBGene00008637	1.0925117769238	0.675364841981261
F10A3.13	WBGene00006160	0.18622936134811	0.272190420537235
F10A3.15	WBGene00006162	NA	NA
F10A3.16	WBGene00008638	0.362719801816998	0.218921219329348
F10A3.17	WBGene00045507	49.2043633692785	82.121627074682
F10A3.2	WBGene00008632	0.186229937961014	1.06830476159872
F10A3.3	WBGene00008633	0.36271907168474	0.439503074963375
F10A3.4	WBGene00008634	11.9676361053067	33.1722680357252
F10A3.5	WBGene00006161	0.362720604345814	0.274926972897472
F10A3.6	WBGene00006155	1.66550059177991	0.431848625371125
F10A3.7	WBGene00008635	0.186229379438537	0.274926316556657
F10A3.8	WBGene00006154	0.740805485229706	0.356855411425592
F10A3.9	WBGene00006280	0.186229851218146	0.356853162504541
F10B5.1	WBGene00004421	4487.5808183187	5977.88274097212
F10B5.2	WBGene00008639	250.670680171183	255.080192249811
F10B5.3	WBGene00008640	4.9294838476156	4.24504130684186
F10B5.4	WBGene00006655	94.6869627966564	87.7965278060902
F10B5.5	WBGene00008641	520.750440104296	493.69157272699
F10B5.6	WBGene00001281	1091.6867589719	1302.7874378473
F10B5.7	WBGene00004510	446.621758652873	528.539002996207
F10B5.8	WBGene00008642	457.221181211934	387.847983697498
F10B5.9	WBGene00008643	9.92378429697596	5.33367683748571
F10C1.1	WBGene00017324	NA	NA
F10C1.2	WBGene00002053	1409.55782661185	2106.80399255189
F10C1.3	WBGene00017325	0.186229851218146	0.356853162504541
F10C1.5	WBGene00017326	210.95894323603	179.903425589269
F10C1.7	WBGene00002054	1087.95314016555	1942.2480394641
F10C1.8	WBGene00017327	11.181471773279	22.8481742743127
F10C1.9	WBGene00044296	14.5759293805805	8.6916557435423
F10C2.2	WBGene00002241	917.165158965734	738.877588692745
F10C2.3	WBGene00008644	6.57473566032138	25.4014424957953
F10C2.4	WBGene00008645	1167.66300767485	1721.58348001305
F10C2.5	WBGene00008646	238.964636317421	265.679966319154
F10C2.6	WBGene00001095	102.215343964746	112.30926687424
F10C2.7	WBGene00008647	0.362719857217338	0.35467601607099
F10C5.1	WBGene00003134	1084.21997462213	1331.37786747199
F10C5.2	WBGene00017328	1793.76409507307	2419.54549783427
F10D11.1	WBGene00004931	967.640134550624	906.385980066018
F10D11.2	WBGene00008648	815.099947316478	738.458310730474
F10D11.3	WBGene00008649	0.362719060112824	0.415506835043991
F10D11.4	WBGene00008650	0.362721419463085	0.346496158931614
F10D11.5	WBGene00008651	7.32620345087199	6.46582693895133
F10D11.6	WBGene00008652	774.585103084355	1838.39412192537
F10D2.1	WBGene00006237	0.362719771906753	2.58579625936107
F10D2.10	WBGene00017335	166.609266252687	164.109645915252
F10D2.11	WBGene00017336	1.82696924498989	1.83050568023235
F10D2.12	WBGene00017337	9.08517942003275	14.8971706045208
F10D2.2	WBGene00017329	18.0311005647221	13.1283433363533
F10D2.4	WBGene00006163	0.701170635673631	1.66554979990926
F10D2.5	WBGene00017331	2.09229844241619	2.41865278451827
F10D2.6	WBGene00017332	8.81069174319935	10.7818279775824
F10D2.7	WBGene00017333	10.2944858302892	6.55248506715247
F10D2.8	WBGene00017334	0.186229379438537	0.274926316556657
F10D2.9	WBGene00001399	NA	NA
F10D7.1	WBGene00017338	9.54335504109516	10.5547765757094
F10D7.2	WBGene00017339	381.168779061588	304.532739306355
F10D7.3	WBGene00017340	218.694275478345	214.431269433702
F10D7.4	WBGene00017341	2.40114221234175	2.75562323437327
F10D7.5	WBGene00017342	908.264444748723	1217.65402510452
F10E7.1	WBGene00017343	143.618317463229	156.861131538912
F10E7.10	WBGene00017351	27.0650970585593	34.6383781852346
F10E7.11	WBGene00017352	3.33970128248942	3.76111452671827
F10E7.2	WBGene00017344	177.297209094912	405.380434182729
F10E7.3	WBGene00017345	0.186228687656472	0.403107833597759
F10E7.4	WBGene00006893	244.33544548421	237.685384494289
F10E7.5	WBGene00017347	1348.71023858899	1251.17018199017
F10E7.6	WBGene00017348	166.800750721304	140.602948186501
F10E7.7	WBGene00004447	3398.2388548036	5024.38534182398
F10E7.8	WBGene00017349	1131.60074033306	1241.44537269928
F10E7.9	WBGene00017350	199.619273659289	280.440737549805
F10E9.1	WBGene00017353	2.96096994607881	6.26589050876433
F10E9.10	WBGene00017359	1.08309169338762	2.04870082014106
F10E9.11	WBGene00017360	443.426951397664	447.26846238793
F10E9.12	WBGene00017361	1.740415751287	1.72081381026786
F10E9.2	WBGene00017354	2.30021337306803	4.70232065126914
F10E9.3	WBGene00017355	1377.1354241649	1445.23967244361
F10E9.4	WBGene00017356	400.307328890109	458.160131454592
F10E9.5	WBGene00017357	343.735798079506	321.076669558861
F10E9.6	WBGene00003243	2381.79822065346	2568.74824658082
F10E9.7	WBGene00017358	392.747342862726	378.988532784243
F10E9.8	WBGene00004726	907.781360740525	984.581029995561
F10F2.1	WBGene00004760	2691.53010863765	3767.433987546
F10F2.2	WBGene00008654	16.716618911271	92.072263918839
F10F2.3	WBGene00008655	135.568141386927	288.983460818251
F10F2.4	WBGene00008656	13.5584191837564	39.8071617162381
F10F2.7	WBGene00008659	0.362720557699709	1.47770585866351
F10F2.8	WBGene00008660	0.362722347688309	0.784928811531458
F10F2.9	WBGene00004118	35.6164535360667	77.0034583978073
F10G2.1	WBGene00017362	9.46201523214055	17.8679201450244
F10G2.2	WBGene00017363	1.37155403719669	0.42508676316638
F10G2.3	WBGene00017364	0.657632379731901	1.32590728888605
F10G2.4	WBGene00017365	301.382557575917	253.201434877923
F10G2.6	WBGene00005983	4.2606840031107	3.28644330736924
F10G2.7	WBGene00017366	0.711185599659181	0.794634371029645
F10G2.8	WBGene00005402	NA	NA
F10G2.9	WBGene00017367	4.92546845590312	3.95646076469601
F10G7.1	WBGene00006497	1785.76360429783	1910.20308918241
F10G7.10	WBGene00017373	1262.89415993953	1910.59842018378
F10G7.11	WBGene00017374	116.403857975508	217.516710724764
F10G7.12	WBGene00044744	0.362721262090861	0.550120844716873
F10G7.2	WBGene00006626	1949.44877102388	2208.1352985619
F10G7.3	WBGene00006817	1236.57745425506	1431.00177722642
F10G7.4	WBGene00004737	1387.17320414309	1343.83302359349
F10G7.5	WBGene00017369	314.614578046256	259.662514517344
F10G7.6	WBGene00017370	0.18623038255104	0.478697384078045
F10G7.7	WBGene00017371	0.186227670031691	0.826362612534715
F10G7.8	WBGene00004461	1784.91424167273	2188.90178656618
F10G7.9	WBGene00017372	874.118081289984	906.291729477363
F10G8.2	WBGene00008662	1.87876621484947	3.22867767330879
F10G8.3	WBGene00003803	1714.29380230374	1936.32814173016
F10G8.4	WBGene00008663	1.95835881097488	4.28051475899585
F10G8.5	WBGene00003564	1868.23373192085	2744.02590920986
F10G8.6	WBGene00008664	422.885085431937	453.020489998827
F10G8.7	WBGene00008665	334.933838992692	289.520945063602
F10G8.8	WBGene00008666	919.946569419167	1491.61629226204
F10G8.9	WBGene00008667	90.587310194861	90.9743040199909
F11A1.2	WBGene00008668	NA	NA
F11A1.3	WBGene00000908	135.598264803881	324.150716767572
F11A10.1	WBGene00008682	3777.72498602579	5699.40931810601
F11A10.2	WBGene00008683	1110.17220091223	1109.40873680238
F11A10.3	WBGene00008684	1282.87945776053	1594.34890496122
F11A10.4	WBGene00008685	774.545870341215	1170.34334910565
F11A10.5	WBGene00008686	1275.28800266843	1329.06422443264
F11A10.6	WBGene00008687	275.197283553952	362.788427903464
F11A10.7	WBGene00008688	479.874467049118	540.652098839321
F11A10.8	WBGene00044329	895.108681062977	974.938584028544
F11A3.1	WBGene00008669	289.235707948905	254.409876989714
F11A3.2	WBGene00008670	568.396413205625	606.324240887636
F11A5.1	WBGene00005486	0.186229379438537	0.274926316556657
F11A5.10	WBGene00001591	6.89382382718503	13.9025533531219
F11A5.12	WBGene00008678	0.186229379438537	0.274926316556657
F11A5.13	WBGene00008679	NA	NA
F11A5.15	WBGene00008680	1.09290351110427	0.53918707128448
F11A5.16	WBGene00044184	0.186229851218146	0.356853162504541
F11A5.17	WBGene00045510	0.186229379438537	0.274926316556657
F11A5.18	WBGene00045511	2.56274394752508	2.68029669566423
F11A5.2	WBGene00005484	0.186229739602114	0.335498678888192
F11A5.3	WBGene00008671	NA	NA
F11A5.4	WBGene00008672	NA	NA
F11A5.5	WBGene00008673	9.59731331126408	62.1553167713309
F11A5.6	WBGene00008674	NA	NA
F11A5.7	WBGene00008675	0.362719786851739	0.349485608586634
F11A5.8	WBGene00008676	1.38261737428579	7.01488174591861
F11A5.9	WBGene00008677	134.512260679679	185.953606822519
F11A6.1	WBGene00002232	1357.765559052	1610.39437281679
F11A6.2	WBGene00008681	18.8660550703925	18.3831676737737
F11C1.1	WBGene00008690	237.765851171739	176.489556997376
F11C1.10	WBGene00195214	0.656763521525906	0.553455085358074
F11C1.2	WBGene00008691	375.805846617695	295.17604417289
F11C1.3	WBGene00008692	24.6204236025711	48.1389396219227
F11C1.4	WBGene00008693	2.80605541751839	4.46464615382511
F11C1.5	WBGene00008694	2172.23945356	2053.67239297746
F11C1.6	WBGene00003623	1280.2641558552	1141.24731360668
F11C1.7	WBGene00045495	74.9926126823047	73.0347072415019
F11C1.9	WBGene00195213	0.362719323476243	1.85038174845247
F11C3.1	WBGene00008695	54.2263110206282	52.7798467007043
F11C3.2	WBGene00006845	23.6577846027383	46.83689817021
F11C3.3	WBGene00006789	6049.10542961869	13517.1853982546
F11C7.1	WBGene00017375	2.97112566375854	13.453117378154
F11C7.2	WBGene00017376	2.60345646015818	0.99810456032885
F11C7.3	WBGene00006886	2.59664711709344	5.1055514098998
F11C7.4	WBGene00000792	1358.69859669783	1330.2118363736
F11C7.5	WBGene00003891	121.42369293758	175.609412454083
F11C7.6	WBGene00017378	0.186230319155995	0.462210816846447
F11C7.7	WBGene00017379	1.10447991740327	0.669129813274517
F11D11.1	WBGene00008696	0.362720604345814	0.274926972897472
F11D11.11	WBGene00045361	0.362719801816998	0.218921219329348
F11D11.12	WBGene00045362	27.4972668570755	39.8763435759238
F11D11.14	WBGene00045364	0.73641959701962	0.437504376309214
F11D11.3	WBGene00008698	0.186227604415498	1.42722538357812
F11D11.4	WBGene00008699	0.186229379438537	0.274926316556657
F11D11.5	WBGene00008700	0.186228578978616	0.512792099621792
F11D11.6	WBGene00008701	0.186229831230988	0.352931712498944
F11D11.7	WBGene00008702	2.07828085693675	0.999795546123752
F11D11.8	WBGene00008703	NA	NA
F11D5.1	WBGene00017380	952.796347847073	1385.63935878262
F11D5.3	WBGene00017381	591.855388480417	537.779067451737
F11D5.5	WBGene00017382	NA	NA
F11D5.6	WBGene00017383	0.18622936134811	0.272190420537235
F11D5.7	WBGene00043980	1.11040584774461	0.415711295211779
F11E6.1	WBGene00008706	162.931966918281	184.42888258757
F11E6.10	WBGene00008713	4.89186559968678	10.995081993058
F11E6.11	WBGene00023501	1.37668273534055	1.46076002319536
F11E6.2	WBGene00001733	53.1173641537972	48.3817737614916
F11E6.3	WBGene00008707	133.809183037779	197.077432719771
F11E6.4	WBGene00008708	14.6638823433632	14.9731786081292
F11E6.5	WBGene00001240	279.972173197499	415.672741856118
F11E6.6	WBGene00008709	1.08808023159495	2.01519372532662
F11E6.7	WBGene00008710	4672.88879602774	6217.69789009861
F11E6.8	WBGene00008711	193.714975645084	330.618706624259
F11E6.9	WBGene00008712	NA	NA
F11F1.1	WBGene00008714	8.09324632651185	7.84874744265707
F11F1.2	WBGene00008715	1.00861708571138	2.04741056669619
F11F1.4	WBGene00008716	0.362720604345814	0.274926972897472
F11F1.5	WBGene00008717	1.48731611223533	0.324030069446929
F11F1.6	WBGene00008718	71.0592009833989	128.969367245253
F11F1.7	WBGene00008719	103.692618477122	51.7913229105848
F11F1.8	WBGene00044399	2.92721990030283	1.15520354705691
F11G11.1	WBGene00001756	1.00731418696946	2.26072336034197
F11G11.10	WBGene00000606	5.47508273813928	20.3353988973287
