wbid	deletion	N2	deletionvsN2.log2.deseq	deletionvsN2.log2	deletionvsN2.log2.pval
C06G1.5	WBGene00015548	333.729290812046	511.741988421931	0.64752586792786	-0.616738296515913	0.967314420834831
C06G1.6	WBGene00077591	306.489855761739	557.376320527846	0.893599959755652	-0.862812388343702	0.967314420834831
C06G3.1	WBGene00003695	208.17504750073	193.995482080698	-0.0709865275513631	0.101774098963316	0.984665311653527
C06G3.10	WBGene00000585	421.231306496163	369.402003207765	-0.158633402191802	0.189420973603755	0.967314420834831
C06G3.11	WBGene00006572	230.79108296905	222.965950902633	-0.0189764992960581	0.0497640707080076	0.996665096154159
C06G3.2	WBGene00002228	901.762948913492	1275.8770092842	0.531456696012632	-0.500669124600686	0.967314420834831
C06G3.3	WBGene00015549	2.12346020257479	1.66625074528566	-0.319023978245392	0.349811549657386	0.979708303165554
C06G3.4	WBGene00015550	0.362719736021507	0.335896835289539	-0.0800494717877148	0.110837043199619	NA
C06G3.5	WBGene00015551	802.814686008617	598.9843778157	-0.391761060565053	0.422548631977007	0.967314420834831
C06G3.6	WBGene00015552	1195.25814216046	1192.8990555805	0.0279373037493466	0.00285026766260049	0.994492073530749
C06G3.7	WBGene00015553	1041.97418528507	1269.46514091776	0.315688815464492	-0.284901244052547	0.934559016916438
C06G3.8	WBGene00015554	288.097339956706	252.715799829312	-0.158252903930487	0.189040475342427	0.969860353872811
C06G3.9	WBGene00015555	435.115007330205	403.831308999	-0.076856438584182	0.107644009996129	0.985602030748647
C06G4.1	WBGene00015557	382.22370457938	464.918879380767	0.313349329770613	-0.282561758358674	0.967314420834831
C06G4.2	WBGene00000542	1422.65641022907	2247.55038809227	0.69055375688589	-0.65976618547394	0.364552553404876
C06G4.4	WBGene00015558	0.186229819131964	0.350578870948511	0.943442524460366	-0.91265495304842	NA
C06G4.5	WBGene00015559	13.4718872316451	20.2645895377526	0.619796557809189	-0.589008986397299	0.967314420834831
C06G4.6	WBGene00044446	0.952269051155425	2.9742575127307	1.67387598264256	-1.64308841123057	0.967314420834831
C06G8.1	WBGene00007384	168.040527919579	132.249427810695	-0.314760171532558	0.345547742944501	0.967314420834831
C06G8.2	WBGene00003876	29.3437361071005	67.9805715249458	1.24285749262304	-1.21206992121109	0.967314420834831
C06G8.3	WBGene00014669	77.6009388772102	81.3330554118173	0.0985552761934859	-0.0677677047815226	0.9821025736996
C06G8.4	WBGene00005085	0.186229851218146	0.356853162504541	0.969033785013601	-0.938246213601652	NA
C06H2.1	WBGene00007385	4118.44821626347	4931.94025735746	0.290842046335772	-0.260054474923826	0.967314420834831
C06H2.2	WBGene00007386	168.179505169894	171.104437984078	0.0556628459058152	-0.0248752744938655	0.978551200109719
C06H2.3	WBGene00007387	126.562570907195	116.862608478849	-0.084249842738855	0.115037414150787	0.973812836455236
C06H2.4	WBGene00007388	21.2348363238528	32.7694169400993	0.656704586358319	-0.625917014946354	0.967314420834831
C06H2.5	WBGene00007389	3.44745297243013	10.0357566675476	1.57233419050011	-1.54154661908817	0.967314420834831
C06H2.6	WBGene00007390	607.676313071238	593.670620934006	-0.00285276600231977	0.0336403374142651	0.99800461061014
C06H2.7	WBGene00007391	247.858922987834	197.088651315269	-0.299886919691575	0.330674491103513	0.967314420834831
C06H5.1	WBGene00007392	3.80268332009457	4.53388812381536	0.284518564439074	-0.253730993027132	0.979791137801739
C06H5.2	WBGene00007393	2.25296583546161	1.86519296820642	-0.241712969110157	0.272500540522215	0.978551200109719
C06H5.6	WBGene00007394	75.4173065219588	116.987108809383	0.664169603077046	-0.633382031665091	0.967314420834831
C06H5.7	WBGene00007395	155.783373530014	190.646365917655	0.322145336771748	-0.2913577653598	0.967314420834831
C06H5.8	WBGene00044795	13.5855827730069	15.6133843059615	0.231494403113539	-0.20070683170155	0.967314420834831
C07A12.1	WBGene00001821	448.840582792841	296.97252479167	-0.565086092100543	0.595873663512492	0.967314420834831
C07A12.2	WBGene00015560	4.73331843808312	5.04375075104896	0.122432570734228	-0.0916449993222861	0.991709703817258
C07A12.3	WBGene00003628	408.061494982368	329.495185795356	-0.277741625331306	0.308529196743259	0.967314420834831
C07A12.4	WBGene00003963	50924.8749768977	44509.0429206595	-0.163484483088269	0.194272054500215	0.967314420834831
C07A12.5	WBGene00005008	947.041381287914	1098.56876762661	0.244913381837946	-0.214125810426	0.967314420834831
C07A12.7	WBGene00015561	816.758882313624	826.765974229878	0.0483563477403694	-0.0175687763284204	0.984347519209721
C07A4.1	WBGene00007396	32.9432624831212	59.4305364700595	0.882008538272324	-0.851220966860375	0.967314420834831
C07A4.2	WBGene00007397	9.73896646169486	12.670980992022	0.410475213255416	-0.379687641843468	0.968426291459365
C07A4.3	WBGene00007398	0.362719801816998	0.218921219329348	-0.697656139435022	0.72844371084697	NA
C07A9.1	WBGene00007399	0.362719736021507	0.335896835289539	-0.0800494717877148	0.110837043199619	NA
C07A9.10	WBGene00007406	0.186227724011876	2.44465497550197	3.74527866704252	-3.71449109563061	0.763982701766965
C07A9.11	WBGene00003572	10.199481472425	26.7894340247168	1.42395586393576	-1.39316829252381	0.967314420834831
C07A9.12	WBGene00043994	29.9156727836308	38.9187290416903	0.41035065999025	-0.379563088578298	0.972962606189412
C07A9.13	WBGene00044227	6.7545213656609	19.9240970295218	1.59137646641466	-1.56058889500271	0.967314420834831
C07A9.2	WBGene00007400	968.141742264998	882.813856132286	-0.102321438017623	0.133109009429568	0.977003214229451
C07A9.3	WBGene00006579	8513.5527888142	10813.8049293735	0.375828594924902	-0.345041023512959	0.967314420834831
C07A9.4	WBGene00003571	1.30167756634905	0.624704706107651	-1.02833825342896	1.0591258248411	NA
C07A9.5	WBGene00007401	11.1661326588018	27.8480288061698	1.34923318170483	-1.31844561029288	0.967314420834831
C07A9.6	WBGene00007402	73.7270859941881	87.469123834105	0.277366677346419	-0.246579105934467	0.978409641987343
C07A9.7	WBGene00007403	639.216125869211	581.91589314041	-0.104705583851223	0.135493155263166	0.967314420834831
C07A9.8	WBGene00007404	1.4460035510539	1.03305358247461	-0.45436843788836	0.485156009300505	0.972952187078185
C07A9.9	WBGene00007405	131.552305419866	150.742050466875	0.227232961994415	-0.19644539058246	0.968817483321369
C07B5.2	WBGene00007407	0.748923270384522	0.274927686687056	-1.41497814479595	1.4457657162079	NA
C07B5.3	WBGene00007408	2.47482790884686	2.26277557231787	-0.0984471355046457	0.129234706916591	0.991826699936065
C07B5.4	WBGene00007409	123.029244255555	141.657356546357	0.234191809742529	-0.20340423833058	0.984253894914251
C07B5.5	WBGene00003828	1201.08402124024	1024.33608721132	-0.198860361350993	0.229647932762942	0.967314420834831
C07B5.6	WBGene00007410	11.4124626272704	8.79451058644758	-0.34514736514659	0.375934936558545	0.967314420834831
C07B5.8	WBGene00195209	30.5474613238263	26.6635317371661	-0.16539703076677	0.196184602178732	0.974582385851387
C07C7.1	WBGene00007411	2.5034036659577	3.0195237180322	0.30121763683449	-0.270430065422552	0.9821025736996
C07D10.1	WBGene00015566	26.4493941430406	42.3332991440652	0.709345821469146	-0.678558250057196	0.967314420834831
C07D10.2	WBGene00015567	777.836460737533	926.144370464091	0.282557812483596	-0.251770241071649	0.967314420834831
C07D10.3	WBGene00015568	0.362719736017087	0.946617819520047	1.41471440540813	-1.38392683399574	NA
C07D10.4	WBGene00003526	72.2946866903724	181.06613380965	1.35534277951131	-1.32455520809937	0.967314420834831
C07D10.5	WBGene00015569	2889.39322401572	2042.89653929218	-0.469362843568355	0.500150414980305	0.891425490103844
C07D10.6	WBGene00044673	NA	NA	NA	NA	NA
C07D8.5	WBGene00015564	0.18622936134811	0.272190420537235	0.578323315537107	-0.547535744125161	NA
C07D8.6	WBGene00015565	3144.4695354959	2954.4048923938	-0.0591615302977266	0.0899491017096759	0.989527706912524
C07E3.1	WBGene00007412	826.052270698975	1091.1468934409	0.432327925956861	-0.401540354544912	0.967314420834831
C07E3.10	WBGene00007420	42.8848843604793	60.2407522827315	0.521058127365588	-0.49027055595364	0.968426291459365
C07E3.2	WBGene00007413	982.150140350706	1270.50012504927	0.402168598881073	-0.371381027469131	0.908315070428088
C07E3.3	WBGene00007414	88.1515748713815	151.790651275232	0.81481226055081	-0.784024689138863	0.967314420834831
C07E3.4	WBGene00007415	0.592628712624398	5.45459386298199	3.2330589209682	-3.20227134955622	0.883273298164324
C07E3.5	WBGene00007416	12.644893898108	16.8638098313133	0.446163143145143	-0.415375571733185	0.970246486428608
C07E3.6	WBGene00007417	531.593853774617	526.570057590073	0.0170886345639149	0.0136989368480334	0.994227444286024
C07E3.8	WBGene00007418	11.2420686157057	8.75996636183424	-0.329122719078153	0.359910290490071	0.967314420834831
C07E3.9	WBGene00007419	25.7524896286746	28.122754514046	0.157813567132981	-0.127025995721015	0.972952187078185
C07F11.1	WBGene00006593	1465.61648909668	2416.42610017438	0.75215480609	-0.721367234678049	0.50654522236861
C07F11.2	WBGene00015570	11.9804034473993	18.2082576561282	0.634703956602899	-0.60391638519095	0.967314420834831
C07G1.1	WBGene00006620	7.55115165108675	6.91850042091869	-0.0954497511702817	0.126237322582228	0.985602030748647
C07G1.2	WBGene00015571	8.39146245751808	8.94388700074964	0.122767268005694	-0.0919796965937509	0.984253894914251
C07G1.3	WBGene00003961	1256.8564128634	1632.31703672106	0.40788902207172	-0.377101450659775	0.681575732211268
C07G1.4	WBGene00006957	1016.83030218986	1421.59456314647	0.514218711023815	-0.48343113961187	0.79231836783457
C07G1.5	WBGene00004101	1554.93658492199	1725.78367522489	0.181183463253139	-0.15039589184119	0.967314420834831
C07G1.6	WBGene00015572	0.725403242701211	0.430546990210528	-0.721824920055959	0.75261249146771	NA
C07G1.7	WBGene00015573	NA	NA	NA	NA	NA
C07G1.8	WBGene00044608	297.012121515313	293.319205468857	0.0127372971935363	0.0180502742184129	0.996665096154159
C07G2.1	WBGene00000465	1654.83563293414	529.209565906043	-1.61398931171537	1.64477688312732	0.0105899962877581
C07G2.2	WBGene00000223	4112.85422109632	3891.49132073501	-0.0490292259753617	0.0798167973873067	0.985602030748647
C07G2.3	WBGene00000380	4618.22349780037	5329.08126062113	0.237336409970605	-0.206548838558661	0.790628596601377
C07G3.10	WBGene00015578	0.654033856895403	0.63562828813451	-0.0103944170729774	0.0411819884847108	NA
C07G3.2	WBGene00015574	2.32359936673133	7.66726230891341	1.75313776714845	-1.7223501957365	0.963658519874915
C07G3.3	WBGene00006258	3.34129655515743	4.26012180229804	0.38127421688284	-0.350486645470919	0.969860353872811
C07G3.4	WBGene00006257	0.656095233380209	1.05714571515917	0.718984675572883	-0.688197104161439	NA
C07G3.5	WBGene00006259	0.362719036176952	0.430239186791914	0.277074042213429	-0.246286470801315	NA
C07G3.6	WBGene00006256	1.58774992704529	5.55724411422268	1.83817348288162	-1.80738591146968	0.733212846980599
C07G3.8	WBGene00015576	0.698635935379523	1.52209109784711	1.15422952187285	-1.12344195046095	0.967314420834831
C07G3.9	WBGene00015577	121.458522509893	214.280824618048	0.849826599874303	-0.81903902846236	0.710034349095576
C07H4.1	WBGene00007421	6.04249331128909	12.1993247734703	1.04437299284083	-1.01358542142888	0.967314420834831
C07H4.2	WBGene00000532	1047.51892641811	1117.02575776251	0.123473714502456	-0.0926861430905152	0.967314420834831
C07H6.1	WBGene00002986	112.634709653087	179.037679331572	0.699399334248675	-0.668611762836726	0.0478185603459921
C07H6.2	WBGene00015579	361.699307712999	325.563661731519	-0.121063585233407	0.151851156645362	0.967314420834831
C07H6.3	WBGene00015580	354.022809255962	408.807247724169	0.238366031008581	-0.207578459596633	0.977003214229451
C07H6.4	WBGene00015581	1572.48015092028	1960.71500691353	0.349125617741625	-0.318338046329682	0.967314420834831
C07H6.5	WBGene00000479	3739.46280068928	3199.77869053927	-0.194071334595483	0.224858906007429	0.967314420834831
C07H6.6	WBGene00000537	211.875517666859	187.295152291824	-0.147115762528699	0.177903333940644	0.967314420834831
C07H6.7	WBGene00003024	415.266804265306	394.143778801805	-0.0445289752304021	0.0753165466423546	0.994451842658531
C07H6.8	WBGene00000854	536.896476019421	614.669040113123	0.225953456455035	-0.195165885043099	0.967314420834831
C07H6.9	WBGene00015582	15.292747348955	9.56539873698366	-0.646163025201334	0.676950596613273	0.967314420834831
C08A9.1	WBGene00004932	13.1850672782179	6.43280113373784	-1.00459836689704	1.03538593830899	0.847782739511571
C08A9.10	WBGene00044773	0.186227747615845	1.51097867340372	3.05113091612798	-3.02034334471591	0.967314420834831
C08A9.3	WBGene00015583	0.694815005852104	2.13642938273372	1.65128838531757	-1.62050081390604	0.967314420834831
C08A9.6	WBGene00015586	171.984887011246	190.490247142106	0.178222911666659	-0.147435340254722	0.967314420834831
C08A9.7	WBGene00015587	383.835052312056	480.112503658086	0.353673613948206	-0.322886042536264	0.967314420834831
C08A9.8	WBGene00015588	14.6584003146161	18.8064878924701	0.390290353082857	-0.359502781670907	0.967314420834831
C08A9.9	WBGene00015589	1.97740156467038	1.7868477719989	-0.115401576285268	0.146189147697398	0.987260176277507
C08B11.1	WBGene00006996	1229.12215399009	1450.68151341704	0.269890090003833	-0.239102518591884	0.967314420834831
C08B11.2	WBGene00001835	512.648511405951	479.773026972977	-0.0648303834057602	0.0956179548177001	0.975630991295216
C08B11.3	WBGene00007433	6320.86140302504	7923.6347241442	0.356828764230232	-0.326041192818287	0.967314420834831
C08B11.4	WBGene00003813	110.009395625888	121.850588565991	0.178274045066252	-0.147486473654297	0.974582385851387
C08B11.5	WBGene00004723	2466.31927721411	3398.84382859085	0.493472069466363	-0.462684498054421	0.967314420834831
C08B11.6	WBGene00007434	488.445291410528	591.75420731796	0.307588648463969	-0.276801077052018	0.967314420834831
C08B11.7	WBGene00006724	667.803571022716	523.678177709252	-0.31995574947211	0.350743320884056	0.967314420834831
C08B11.8	WBGene00007435	242.81328700536	244.39110867211	0.040132000453578	-0.00934442904163426	0.988136903042801
C08B11.9	WBGene00007436	489.397516146475	414.830922616526	-0.207695767330101	0.238483338742044	0.967314420834831
C08B6.1	WBGene00007422	12.0958470873913	31.3082624947557	1.40281921069179	-1.37203163927984	0.967314420834831
C08B6.10	WBGene00007430	28.1862523193643	20.5027215213822	-0.428388671558625	0.459176242970568	0.967314420834831
C08B6.11	WBGene00007431	8.90701725360403	23.1057876542176	1.40602754807312	-1.37523997666117	0.967314420834831
C08B6.12	WBGene00007432	NA	NA	NA	NA	NA
C08B6.13	WBGene00044012	0.362719516357643	0.591556516655371	0.736449207515988	-0.705661636104115	NA
C08B6.14	WBGene00044044	0.362720604345814	0.274926972897472	-0.369022672903906	0.399810244315852	NA
C08B6.2	WBGene00007423	0.186229851218146	0.356853162504541	0.969033785013601	-0.938246213601652	NA
C08B6.3	WBGene00007424	7.04976482383911	16.3323254523237	1.24287075685056	-1.21208318543861	0.967314420834831
C08B6.4	WBGene00007425	253.763651556866	881.347266653373	1.82701271423145	-1.7962251428183	0.967314420834831
C08B6.5	WBGene00007426	1.38254392974641	2.27354502346497	0.748405823543859	-0.717618252131899	0.968426291459365
C08B6.6	WBGene00007427	NA	NA	NA	NA	NA
C08B6.7	WBGene00007428	1521.9111357626	1519.08276651507	0.0281039254758179	0.00268364593612921	0.984347519209721
C08B6.8	WBGene00007429	498.232643432149	410.416692608757	-0.248942566484265	0.279730137896208	0.967314420834831
C08B6.9	WBGene00000142	554.141356580843	664.00675913202	0.291731456678331	-0.260943885266383	0.967314420834831
C08C3.1	WBGene00001174	105.274111406996	127.990387640918	0.312672338018318	-0.281884766606366	0.967314420834831
C08C3.2	WBGene00015590	104.695430563797	100.246401934806	-0.0318604496567763	0.0626480210687174	0.995954510168962
C08C3.3	WBGene00003102	130.034938587255	161.86112280526	0.34664477225653	-0.315857200844583	0.971653143566188
C08C3.4	WBGene00015591	636.017182231168	635.492441017343	0.0295967953830817	0.00119077602886035	0.993626326235359
C08D8.1	WBGene00015592	0.715960840883225	1.40360169591626	1.00196858013414	-0.971181008721968	0.967314420834831
C08D8.2	WBGene00006582	197.327986902346	361.985235508326	0.906122838831886	-0.875335267419935	0.967314420834831
C08E3.1	WBGene00015593	NA	NA	NA	NA	NA
C08E3.10	WBGene00015602	4.54767534401959	3.36058582456892	-0.405628944670201	0.436416516082098	0.969860353872811
C08E3.11	WBGene00015603	0.362720569109508	0.272190960426391	-0.383451833230872	0.414239404642818	NA
C08E3.12	WBGene00015604	0.186229379438537	0.274926316556657	0.592751893259487	-0.561964321847542	NA
C08E3.13	WBGene00015605	0.71212343404105	1.33841300995523	0.941111711864322	-0.910324140452245	0.967314420834831
C08E3.14	WBGene00044415	NA	NA	NA	NA	NA
C08E3.15	WBGene00044416	0.186229379438537	0.274926316556657	0.592751893259487	-0.561964321847542	NA
C08E3.2	WBGene00015594	0.362720572501539	0.899341166667365	1.34079750663175	-1.31000993522026	NA
C08E3.3	WBGene00015595	54.3713370562082	62.8402266214572	0.239629648692913	-0.208842077280979	0.969860353872811
C08E3.4	WBGene00015596	0.740806875367994	0.21892172548753	-1.72789478411043	1.75868235552238	NA
C08E3.5	WBGene00015597	0.737333527239187	0.699869146538043	-0.0444445789409433	0.075232150352979	NA
C08E3.6	WBGene00015598	8.35172270810564	10.8732745558496	0.41142833620765	-0.380640764795706	0.967314420834831
C08E3.7	WBGene00015599	NA	NA	NA	NA	NA
C08E3.8	WBGene00015600	0.362719801816998	0.218921219329348	-0.697656139435022	0.72844371084697	NA
C08E3.9	WBGene00015601	2.46338801652647	1.6230546607811	-0.571144730684374	0.601932302096529	0.967314420834831
C08E8.1	WBGene00007437	0.362722659663774	1.85758099213076	2.38727390638963	-2.35648633497762	0.967314420834831
C08E8.10	WBGene00077692	10.5970358417375	17.3099095008767	0.738724976851143	-0.707937405439181	0.967314420834831
C08E8.11	WBGene00119201	NA	NA	NA	NA	NA
C08E8.2	WBGene00007438	NA	NA	NA	NA	NA
C08E8.3	WBGene00007439	2.97185132435182	1.99944604025848	-0.540974024021959	0.571761595433796	0.977003214229451
C08E8.4	WBGene00007440	4.52813097441468	6.80329488608543	0.618105506752173	-0.587317935340215	0.967314420834831
C08E8.5	WBGene00007441	0.362720604345814	0.274926972897472	-0.369022672903906	0.399810244315852	NA
C08E8.6	WBGene00007442	0.18623038255104	0.478697384078045	1.39281303309845	-1.36202546168651	NA
C08E8.9	WBGene00050891	0.186229851218146	0.356853162504541	0.969033785013601	-0.938246213601653	NA
C08F1.1	WBGene00015606	0.186227144331848	0.542808176520249	1.57416664978774	-1.54337907837539	NA
C08F1.10	WBGene00015613	2200.534259554	1489.78564385117	-0.531961496394845	0.562749067806796	0.553209235877926
C08F1.11	WBGene00044417	465.175530458635	296.420095059138	-0.619344382716022	0.650131954127973	0.967314420834831
C08F1.3	WBGene00015607	322.911765657392	246.937836996002	-0.356204526682216	0.386992098094157	0.967314420834831
C08F1.4	WBGene00015608	17.0296684243429	49.3497573315368	1.56578021658174	-1.53499264516979	0.967314420834831
C08F1.5	WBGene00015609	43.3722401115321	77.730114239918	0.872489249807924	-0.841701678395976	0.967314420834831
C08F1.6	WBGene00015610	1717.81208087364	1247.77475461694	-0.430427125084226	0.461214696496169	0.967314420834831
C08F1.8	WBGene00015611	33.5456822866557	47.0440418729289	0.518672501627051	-0.487884930215128	0.967314420834831
C08F11.1	WBGene00007450	1.37535213539528	1.73256467052788	0.363895732170192	-0.333108160758211	0.977003214229451
C08F11.10	WBGene00007457	0.186227808360005	1.13514023662494	2.63851768856316	-2.60773011715167	NA
C08F11.11	WBGene00007458	0.362723097730856	3.47181256948546	3.28953611317347	-3.25874854176153	0.967314420834831
C08F11.12	WBGene00007459	0.18622936134811	0.272190420537235	0.578323315537107	-0.547535744125161	NA
C08F11.13	WBGene00007460	61.7985809956006	54.8831320688717	-0.140423324740008	0.171210896151957	0.99165568593168
C08F11.17	WBGene00045069	NA	NA	NA	NA	NA
C08F11.2	WBGene00007451	NA	NA	NA	NA	NA
C08F11.3	WBGene00007452	0.186227794150174	0.867940722907446	2.25131567828789	-2.22052810687532	NA
C08F11.4	WBGene00005684	0.362719801816998	0.218921219329348	-0.697656139435023	0.728443710846969	NA
C08F11.5	WBGene00007453	1.47294925036957	4.70100249711439	1.7050482942943	-1.67426072288237	0.967314420834831
C08F11.7	WBGene00007454	0.958098569863839	1.33530124367892	0.509706827537256	-0.478919256124549	0.969860353872811
C08F11.8	WBGene00007455	33.8805829429689	57.4583890703338	0.792846419167093	-0.762058847755145	0.967314420834831
C08F11.9	WBGene00007456	0.186229379438537	0.274926316556657	0.592751893259487	-0.561964321847542	NA
C08F8.1	WBGene00007443	923.789767198706	915.164674668146	0.0172543710426454	0.0135332003692993	0.993483584654421
C08F8.2	WBGene00007444	236.268107109291	345.335291287503	0.578360449504554	-0.547572878092617	0.867142286180709
C08F8.3	WBGene00007445	856.881205485687	1024.17043270506	0.288076272359757	-0.257288700947816	0.967314420834831
C08F8.4	WBGene00007446	16.0621040712073	25.1661845598284	0.67861318528696	-0.647825613875023	0.967314420834831
C08F8.5	WBGene00007447	107.690807036217	85.6928924266291	-0.298860075057545	0.329647646469484	0.967314420834831
C08F8.6	WBGene00007448	13.183711083213	22.9734517005432	0.831998673756684	-0.801211102344757	0.967314420834831
C08F8.7	WBGene00004309	11.9594179866614	24.3104924924848	1.05421951032205	-1.0234319389101	0.967314420834831
C08F8.8	WBGene00003657	224.357186645497	208.769892627528	-0.0730961547295532	0.103883726141507	0.98698026251934
C08F8.9	WBGene00007449	152.68749348446	141.521516572082	-0.0787729120929976	0.10956048350494	0.980294098662455
C08G5.1	WBGene00015614	0.740806875367994	0.21892172548753	-1.72789478411043	1.75868235552238	NA
C08G5.2	WBGene00015615	2.98072170712988	3.16055714158789	0.115304784398942	-0.084517212987077	0.984977705686961
C08G5.3	WBGene00015616	1.28494113986892	3.60837183201454	1.5204333086439	-1.48964573723185	0.967314420834831
C08G5.4	WBGene00004926	50.213722570618	72.8385978407902	0.567409039307336	-0.536621467895384	0.967314420834831
C08G5.5	WBGene00015617	99.1632124449894	159.696643216051	0.718244645219593	-0.687457073807645	0.968426291459365
C08G5.6	WBGene00015618	0.94734210944804	2.05580402839456	1.14853289717648	-1.11774532576436	0.967314420834831
C08G5.7	WBGene00044418	0.18622936134811	0.272190420537235	0.578323315537107	-0.547535744125161	NA
C08G9.1	WBGene00015619	70.409168484842	112.228378247572	0.703389885750767	-0.672602314338818	0.967314420834831
C08G9.2	WBGene00015620	142.910725460789	297.795858618076	1.08999706735761	-1.05920949594567	0.967314420834831
C08H9.1	WBGene00007462	4.35828225540754	4.91674198683886	0.204730588314067	-0.173943016902121	0.984768844813501
C08H9.10	WBGene00007469	0.186229379438537	0.274926316556657	0.592751893259487	-0.561964321847542	NA
C08H9.11	WBGene00007470	0.186229831230988	0.352931712498944	0.953092450425305	-0.922304879013359	NA
C08H9.12	WBGene00007471	0.362719801816998	0.218921219329348	-0.697656139435022	0.728443710846969	NA
C08H9.13	WBGene00007472	1.38347610942135	0.349366092567471	-1.95469865894252	1.98548623035452	NA
C08H9.14	WBGene00007473	0.186229379438537	0.274926316556657	0.592751893259487	-0.561964321847542	NA
C08H9.15	WBGene00007474	59.6494734788952	79.5901979010528	0.446868931542249	-0.416081360130295	0.967314420834831
C08H9.16	WBGene00086566	567.986882671157	370.827300901142	-0.584322579096284	0.615110150508224	0.760400112724423
C08H9.2	WBGene00007463	12348.1268553757	13965.8600645552	0.208399784463857	-0.177612213051908	0.967314420834831
C08H9.3	WBGene00007464	264.211276805972	289.12777833429	0.160802752132664	-0.130015180720722	0.967314420834831
C08H9.4	WBGene00007465	0.660620001839977	1.23438233434498	0.932684335277116	-0.901896763864656	0.967314420834831
C08H9.5	WBGene00003862	0.186228709910014	0.583895666890893	1.67942267347367	-1.64863510206133	NA
C08H9.6	WBGene00007466	0.735074296153602	0.351549721579583	-1.03337375150559	1.06416132291744	NA
C08H9.7	WBGene00007467	0.186227152237502	0.523186760594159	1.52105016921873	-1.49026259780662	NA
C09B7.1	WBGene00004780	6.6816185835397	12.4343803765732	0.926852654449877	-0.896065083037925	0.967314420834831
C09B7.2	WBGene00015621	159.660288755665	182.916900951985	0.226970427785062	-0.196182856373111	0.967314420834831
C09B8.1	WBGene00002146	66.1847392385337	153.620229408956	1.24558527422069	-1.21479770280874	0.967314420834831
C09B8.3	WBGene00015622	17.5353921880687	33.3559174959429	0.958460598813846	-0.927673027401892	0.967314420834831
C09B8.4	WBGene00015623	479.388685234092	335.692226729109	-0.483269156329324	0.514056727741272	0.967314420834831
C09B8.5	WBGene00015624	241.906447522314	183.399035184208	-0.368675601207879	0.399463172619821	0.967314420834831
C09B8.6	WBGene00002023	1030.04139949921	1440.04592781356	0.514200072637486	-0.483412501225535	0.968418593164221
C09B8.7	WBGene00003911	1921.70277732106	1890.7316399175	0.00734696395976411	0.0234406074521853	0.996665096154159
C09B8.8	WBGene00015625	2.68856284749642	4.99981938069913	0.925828353384329	-0.895040781972385	0.967314420834831
C09B9.1	WBGene00015626	0.186229379438537	0.274926316556657	0.592751893259487	-0.561964321847542	NA
C09B9.2	WBGene00015627	0.362720574342836	1.51303667673177	2.09130404529409	-2.06051647388226	0.967314420834831
C09B9.3	WBGene00015628	2.32707211931659	6.16476654595032	1.43631791090442	-1.40553033949248	0.872817565886472
C09B9.4	WBGene00015629	0.186230113209256	1.33594826044208	2.87349342747244	-2.84270585605998	NA
C09B9.6	WBGene00003448	0.362721396763372	3.33574185669344	3.23186146173633	-3.20107389032433	0.955626933647906
C09B9.7	WBGene00015630	1.6173817661223	1.42691695885862	-0.149971302844178	0.180758874256684	0.985602030748647
C09B9.8	WBGene00044484	29.6116079702093	63.2632744163556	1.12599296712457	-1.09520539571262	0.967314420834831
C09C7.1	WBGene00006981	139.253841683326	102.465774287569	-0.411787457372572	0.442575028784531	0.967314420834831
C09D1.1	WBGene00006820	1721.2978910381	4047.27710238021	1.26424240540429	-1.23345483399233	0.967314420834831
C09D1.2	WBGene00015631	1.00911046820864	2.97494533371653	1.59056661356654	-1.55977904215452	0.967314420834831
C09D4.1	WBGene00015632	31.2885709337497	79.3239306326884	1.37290797189227	-1.34212040048032	0.967314420834831
C09D4.2	WBGene00015633	45.8143172871176	29.8396337508632	-0.587781121242568	0.618568692654539	0.967314420834831
C09D4.3	WBGene00015634	23.8130350669488	6.83476922185539	-1.76999940747985	1.80078697889182	0.0979826356809404
C09D4.4	WBGene00015635	741.474958549669	886.453338909558	0.288434293909622	-0.25764672249768	0.967314420834831
C09D4.5	WBGene00004431	4849.44282584675	6538.6667921185	0.461965078257005	-0.431177506845058	0.967314420834831
C09D4.6	WBGene00015636	0.735729843525079	0.354812940191643	-1.02132991504574	1.05211748645764	NA
C09D8.1	WBGene00004215	3039.63562619185	3853.31881956503	0.372990737266973	-0.342203165855032	0.967314420834831
C09E10.2	WBGene00000958	302.069304877085	469.373893626228	0.66664558304447	-0.63585801163252	0.967314420834831
C09E7.1	WBGene00015637	1.46705789667433	0.529052425267005	-1.44065564075587	1.47144321216724	NA
C09E7.10	WBGene00044295	1.30299288873948	1.0397058061077	-0.294866275937369	0.325653847349694	NA
C09E7.2	WBGene00004102	38.2672479933043	50.8783442168875	0.441729139118419	-0.410941567706476	0.967314420834831
C09E7.3	WBGene00003859	4.54945680843743	8.23764945192979	0.887326003818038	-0.856538432406086	0.967314420834831
C09E7.4	WBGene00015638	569.372496871901	549.043200428193	-0.0216655655735785	0.0524531369855342	0.992016731436815
C09E7.5	WBGene00015639	0.362718956421522	0.426800592978667	0.265497606574916	-0.234710035162791	NA
C09E7.6	WBGene00015640	2.94805862342249	5.14083039634058	0.833023774291042	-0.802236202879071	0.967314420834831
C09E7.7	WBGene00015641	210.035788214719	167.367468531257	-0.296828463407846	0.327616034819791	0.967314420834831
