gene	WBID	chr	start	stop
K12H6.12	WBGene00019691	CHROMOSOME_II	2808171	2812872
K12H6.2	WBGene00019683	CHROMOSOME_II	2812686	2815549
Y110A2AL.7	WBGene00022444	CHROMOSOME_II	2842559	2843193
F08D12.12	WBGene00017255	CHROMOSOME_II	2783106	2787094
Y110A2AL.2	WBGene00022439	CHROMOSOME_II	2867997	2870763
Y110A2AL.3	WBGene00022440	CHROMOSOME_II	2867078	2867784
Y110A2AL.10	WBGene00022446	CHROMOSOME_II	2871381	2871919
F08D12.3	WBGene00017247	CHROMOSOME_II	2776406	2780845
F08D12.4	WBGene00017248	CHROMOSOME_II	2778222	2779287
Y110A2AL.1	WBGene00022438	CHROMOSOME_II	2875104	2876769
Y110A2AL.13	WBGene00022448	CHROMOSOME_II	2886381	2889009
Y110A2AM.1	WBGene00022449	CHROMOSOME_II	2902965	2904005
Y110A2AM.3	WBGene00022450	CHROMOSOME_II	2896740	2900352
Y110A2AM.4	WBGene00022451	CHROMOSOME_II	2900051	2901323
Y110A2AR.2	WBGene00006710	CHROMOSOME_II	2906545	2913607
Y110A2AL.4	WBGene00022441	CHROMOSOME_II	2839308	2840391
K12H6.8	WBGene00019688	CHROMOSOME_II	2827901	2828608
K12H6.6	WBGene00019686	CHROMOSOME_II	2828587	2831238
Y110A2AR.1	WBGene00022452	CHROMOSOME_II	2919718	2920850
ZK355.3	WBGene00022713	CHROMOSOME_II	2927019	2927637
ZK355.8	WBGene00086560	CHROMOSOME_II	2927816	2928153
ZK355.4	WBGene00022714	CHROMOSOME_II	2928224	2930603
ZK355.1	WBGene00022711	CHROMOSOME_II	2930731	2933467
ZK355.7	WBGene00044369	CHROMOSOME_II	2933524	2934458
ZK355.5	WBGene00022715	CHROMOSOME_II	2934793	2937956
Y110A2AL.12	WBGene00022447	CHROMOSOME_II	2878914	2884900
Y110A2AL.14	WBGene00005020	CHROMOSOME_II	2889107	2894401
ZK355.6	WBGene00022716	CHROMOSOME_II	2938146	2940851
T11F1.6	WBGene00020430	CHROMOSOME_II	2944178	2946536
T11F1.5	WBGene00005826	CHROMOSOME_II	2947183	2948437
T11F1.9	WBGene00077759	CHROMOSOME_II	2948931	2952732
Y110A2AR.3	WBGene00022453	CHROMOSOME_II	2913714	2919318
T11F1.2	WBGene00020428	CHROMOSOME_II	2956067	2958194
T11F1.1	WBGene00005807	CHROMOSOME_II	2958610	2961886
K08A2.4	WBGene00019513	CHROMOSOME_II	2988309	2991296
K08A2.2	WBGene00019512	CHROMOSOME_II	2991615	2994312
C41H7.6	WBGene00016576	CHROMOSOME_II	3000827	3002414
T11F1.8	WBGene00020432	CHROMOSOME_II	2952959	2956043
T11F1.3	WBGene00020429	CHROMOSOME_II	2955484	2955937
Y110A2AL.9	WBGene00022445	CHROMOSOME_II	2843353	2866660
Y110A2AL.8	WBGene00004210	CHROMOSOME_II	2845382	2852598
Y110A2AL.5	WBGene00022442	CHROMOSOME_II	2864533	2865368
C41H7.5	WBGene00016575	CHROMOSOME_II	3002520	3003803
ZK355.2	WBGene00022712	CHROMOSOME_II	2923919	2926955
T11F1.7	WBGene00020431	CHROMOSOME_II	2940999	2944080
C41H7.3	WBGene00016573	CHROMOSOME_II	3005848	3007510
C41H7.8	WBGene00016578	CHROMOSOME_II	3009184	3011575
C41H7.4	WBGene00016574	CHROMOSOME_II	3003984	3005600
C41H7.9	WBGene00044370	CHROMOSOME_II	3012083	3012236
C41H7.7	WBGene00016577	CHROMOSOME_II	3017474	3019790
B0454.7	WBGene00015198	CHROMOSOME_II	3020563	3023434
B0454.5	WBGene00015196	CHROMOSOME_II	3038861	3040825
B0454.6	WBGene00015197	CHROMOSOME_II	3032782	3036125
B0454.8	WBGene00015199	CHROMOSOME_II	3040942	3043409
B0454.4	WBGene00005541	CHROMOSOME_II	3044325	3046118
B0454.10	WBGene00005542	CHROMOSOME_II	3046221	3048157
B0454.3	WBGene00005540	CHROMOSOME_II	3048680	3050438
B0454.2	WBGene00005543	CHROMOSOME_II	3051005	3052325
B0454.9	WBGene00015200	CHROMOSOME_II	3052377	3054351
K08A2.1	WBGene00019511	CHROMOSOME_II	2997023	3000656
Y25C1A.9	WBGene00005178	CHROMOSOME_II	3088476	3091299
C41H7.2	WBGene00016572	CHROMOSOME_II	3014837	3016925
C41H7.1	WBGene00016571	CHROMOSOME_II	3016070	3017474
Y25C1A.10	WBGene00005179	CHROMOSOME_II	3091505	3093860
Y25C1A.12	WBGene00005181	CHROMOSOME_II	3098405	3100649
Y25C1A.4	WBGene00021291	CHROMOSOME_II	3102320	3104739
Y25C1A.3	WBGene00021290	CHROMOSOME_II	3106067	3108035
Y25C1A.13	WBGene00021296	CHROMOSOME_II	3109373	3111230
Y25C1A.1	WBGene00021288	CHROMOSOME_II	3114257	3116762
K08A2.5	WBGene00003678	CHROMOSOME_II	2976641	2986018
Y25C1A.2	WBGene00021289	CHROMOSOME_II	3112615	3113206
Y25C1A.11	WBGene00005180	CHROMOSOME_II	3093904	3096163
Y25C1A.14	WBGene00194985	CHROMOSOME_II	3096066	3096960
T10D4.7	WBGene00020409	CHROMOSOME_II	3117773	3118344
T10D4.6	WBGene00020408	CHROMOSOME_II	3119333	3123187
T10D4.5	WBGene00005292	CHROMOSOME_II	3123508	3124902
T10D4.13	WBGene00002102	CHROMOSOME_II	3126034	3126444
T10D4.4	WBGene00002114	CHROMOSOME_II	3127043	3127814
T10D4.3	WBGene00020407	CHROMOSOME_II	3129181	3131379
T10D4.8	WBGene00005566	CHROMOSOME_II	3135583	3137907
Y25C1A.5	WBGene00021292	CHROMOSOME_II	3078798	3087684
B0454.1	WBGene00002997	CHROMOSOME_II	3056643	3060251
Y25C1A.6	WBGene00021293	CHROMOSOME_II	3058260	3062115
T10D4.9	WBGene00005554	CHROMOSOME_II	3140920	3142958
T10D4.10	WBGene00005555	CHROMOSOME_II	3143396	3144655
T10D4.15	WBGene00077522	CHROMOSOME_II	3146144	3146995
T10D4.11	WBGene00020410	CHROMOSOME_II	3148434	3149786
T10D4.12	WBGene00005544	CHROMOSOME_II	3153052	3154486
Y27F2A.7	WBGene00005546	CHROMOSOME_II	3157493	3159088
Y27F2A.4	WBGene00005545	CHROMOSOME_II	3155169	3156852
Y27F2A.5	WBGene00021297	CHROMOSOME_II	3168769	3170192
T10D4.1	WBGene00020406	CHROMOSOME_II	3150142	3152578
T10D4.14	WBGene00044889	CHROMOSOME_II	3151334	3151787
Y27F2A.10	WBGene00045303	CHROMOSOME_II	3171470	3172279
Y27F2A.6	WBGene00021298	CHROMOSOME_II	3180481	3182679
Y27F2A.8	WBGene00021299	CHROMOSOME_II	3183788	3184633
Y27F2A.2	WBGene00005590	CHROMOSOME_II	3185160	3186793
Y27F2A.11	WBGene00045304	CHROMOSOME_II	3189340	3190957
Y27F2A.9	WBGene00021300	CHROMOSOME_II	3191215	3191647
ZC239.8	WBGene00005563	CHROMOSOME_II	3197615	3199101
ZC239.7	WBGene00001541	CHROMOSOME_II	3192422	3197069
ZC239.9	WBGene00005560	CHROMOSOME_II	3199585	3200909
ZC239.10	WBGene00005565	CHROMOSOME_II	3201206	3202622
ZC239.20	WBGene00044371	CHROMOSOME_II	3206022	3206544
ZC239.21	WBGene00044372	CHROMOSOME_II	3206941	3207391
ZC239.19	WBGene00005562	CHROMOSOME_II	3203717	3205546
ZC239.12	WBGene00022570	CHROMOSOME_II	3207870	3208754
ZC239.4	WBGene00022567	CHROMOSOME_II	3214454	3215569
Y25C1A.7	WBGene00021294	CHROMOSOME_II	3062542	3071384
Y25C1A.8	WBGene00021295	CHROMOSOME_II	3071167	3076949
ZC239.5	WBGene00022568	CHROMOSOME_II	3212373	3213371
ZC239.3	WBGene00022566	CHROMOSOME_II	3216083	3216603
ZC239.2	WBGene00022565	CHROMOSOME_II	3217909	3218993
ZC239.22	WBGene00194717	CHROMOSOME_II	3219689	3220777
ZC239.14	WBGene00022572	CHROMOSOME_II	3221127	3222013
ZC239.15	WBGene00022573	CHROMOSOME_II	3223547	3224662
ZC239.16	WBGene00022574	CHROMOSOME_II	3224772	3225313
ZC239.17	WBGene00022575	CHROMOSOME_II	3225464	3225971
Y27F2A.3	WBGene00005552	CHROMOSOME_II	3177968	3180471
C17F4.4	WBGene00005501	CHROMOSOME_II	3228887	3230525
C17F4.8	WBGene00015914	CHROMOSOME_II	3230879	3234816
C17F4.10	WBGene00023479	CHROMOSOME_II	3235958	3237141
C17F4.11	WBGene00044373	CHROMOSOME_II	3237473	3238184
C17F4.3	WBGene00015911	CHROMOSOME_II	3240547	3241730
C17F4.12	WBGene00044374	CHROMOSOME_II	3243676	3244166
ZC239.13	WBGene00022571	CHROMOSOME_II	3222408	3222830
C17F4.1	WBGene00015909	CHROMOSOME_II	3250316	3250860
C17F4.5	WBGene00015912	CHROMOSOME_II	3246318	3248122
C17F4.2	WBGene00015910	CHROMOSOME_II	3248694	3249390
C17F4.6	WBGene00001544	CHROMOSOME_II	3250988	3259358
ZC239.6	WBGene00022569	CHROMOSOME_II	3209480	3211403
C17F4.7	WBGene00015913	CHROMOSOME_II	3245090	3246019
F02E11.3	WBGene00017181	CHROMOSOME_II	3272352	3275054
F02E11.1	WBGene00017179	CHROMOSOME_II	3279092	3281710
F02E11.4	WBGene00017182	CHROMOSOME_II	3276259	3277309
F39E9.3	WBGene00005575	CHROMOSOME_II	3287376	3289035
F39E9.11	WBGene00018200	CHROMOSOME_II	3295417	3296586
F39E9.14	WBGene00044375	CHROMOSOME_II	3290489	3290648
F39E9.12	WBGene00018201	CHROMOSOME_II	3298398	3300680
F39E9.4	WBGene00018196	CHROMOSOME_II	3282656	3287156
F02E11.5	WBGene00017183	CHROMOSOME_II	3283665	3284661
F39E9.2	WBGene00018195	CHROMOSOME_II	3296911	3298180
F39E9.7	WBGene00018199	CHROMOSOME_II	3306150	3307507
F39E9.6	WBGene00018198	CHROMOSOME_II	3310290	3311933
Y46D2A.3	WBGene00021591	CHROMOSOME_II	3326514	3327043
F14D2.6	WBGene00017454	CHROMOSOME_II	3329719	3331809
Y46D2A.1	WBGene00021589	CHROMOSOME_II	3323342	3326434
F02E11.2	WBGene00017180	CHROMOSOME_II	3262832	3264287
F14D2.17	WBGene00077751	CHROMOSOME_II	3331891	3334224
F14D2.11	WBGene00017459	CHROMOSOME_II	3341297	3342119
F14D2.7	WBGene00017455	CHROMOSOME_II	3335443	3338659
F14D2.5	WBGene00017453	CHROMOSOME_II	3340391	3341217
F02E11.7	WBGene00195073	CHROMOSOME_II	3267666	3271509
F14D2.15	WBGene00023427	CHROMOSOME_II	3342336	3343556
F14D2.12	WBGene00017460	CHROMOSOME_II	3345282	3346374
Y49F6C.6	WBGene00021728	CHROMOSOME_II	3363348	3365964
Y49F6C.7	WBGene00021729	CHROMOSOME_II	3367260	3368200
F39E9.1	WBGene00018194	CHROMOSOME_II	3318305	3319810
F39E9.22	WBGene00195075	CHROMOSOME_II	3319646	3320409
Y46D2A.5	WBGene00195076	CHROMOSOME_II	3321063	3323033
Y46D2A.2	WBGene00021590	CHROMOSOME_II	3321600	3323184
Y49F6C.8	WBGene00021730	CHROMOSOME_II	3369176	3370148
Y49F6C.5	WBGene00021727	CHROMOSOME_II	3371312	3372148
Y49F6C.4	WBGene00021726	CHROMOSOME_II	3375145	3376717
T06D4.2	WBGene00020291	CHROMOSOME_II	3384064	3386114
T06D4.3	WBGene00020292	CHROMOSOME_II	3388282	3391589
F14D2.13	WBGene00017461	CHROMOSOME_II	3343686	3344970
T06D4.4	WBGene00020293	CHROMOSOME_II	3391966	3395034
F18A12.5	WBGene00017554	CHROMOSOME_II	3395823	3399306
F14D2.4	WBGene00017452	CHROMOSOME_II	3350252	3358984
F14D2.2	WBGene00017451	CHROMOSOME_II	3359141	3361417
F14D2.1	WBGene00017450	CHROMOSOME_II	3360223	3361357
F18A12.4	WBGene00017553	CHROMOSOME_II	3403921	3406791
F18A12.3	WBGene00017552	CHROMOSOME_II	3407149	3410028
F18A12.6	WBGene00017555	CHROMOSOME_II	3399756	3402928
F14D2.8	WBGene00017456	CHROMOSOME_II	3346747	3349907
F14D2.14	WBGene00017462	CHROMOSOME_II	3346822	3347518
F18A12.7	WBGene00017556	CHROMOSOME_II	3411427	3414472
F18A12.2	WBGene00017551	CHROMOSOME_II	3415007	3416258
Y49F6C.3	WBGene00021725	CHROMOSOME_II	3377113	3379473
Y49F6C.2	WBGene00021724	CHROMOSOME_II	3378963	3379555
C16C8.17	WBGene00015854	CHROMOSOME_II	3440829	3442448
C16C8.22	WBGene00195072	CHROMOSOME_II	3442492	3443257
T06D4.1	WBGene00020290	CHROMOSOME_II	3381838	3384023
C16C8.5	WBGene00015843	CHROMOSOME_II	3444730	3445367
C16C8.11	WBGene00015849	CHROMOSOME_II	3453766	3454683
C16C8.19	WBGene00015856	CHROMOSOME_II	3458503	3459059
C16C8.18	WBGene00015855	CHROMOSOME_II	3429408	3431309
C16C8.2	WBGene00015841	CHROMOSOME_II	3431284	3436515
C16C8.7	WBGene00015845	CHROMOSOME_II	3459621	3460317
C16C8.8	WBGene00015846	CHROMOSOME_II	3461114	3461684
C16C8.9	WBGene00015847	CHROMOSOME_II	3462569	3463208
Y49F6B.13	WBGene00044377	CHROMOSOME_II	3470053	3471706
C16C8.4	WBGene00015842	CHROMOSOME_II	3443281	3444385
C16C8.10	WBGene00015848	CHROMOSOME_II	3464153	3464683
Y49F6B.6	WBGene00021718	CHROMOSOME_II	3472881	3473292
Y49F6B.12	WBGene00044376	CHROMOSOME_II	3472077	3472419
Y49F6B.5	WBGene00021717	CHROMOSOME_II	3474052	3474732
Y49F6B.7	WBGene00021719	CHROMOSOME_II	3475646	3477191
C16C8.13	WBGene00015851	CHROMOSOME_II	3451423	3452504
C16C8.12	WBGene00015850	CHROMOSOME_II	3452644	3453631
Y49F6B.3	WBGene00021716	CHROMOSOME_II	3491181	3492917
Y49F6B.10	WBGene00000647	CHROMOSOME_II	3500075	3502452
F18A12.1	WBGene00017550	CHROMOSOME_II	3416840	3420710
F18A12.8	WBGene00017557	CHROMOSOME_II	3420444	3425535
Y49F6B.1	WBGene00021714	CHROMOSOME_II	3505019	3509626
Y49F6B.11	WBGene00021722	CHROMOSOME_II	3512692	3514734
Y49F6B.14	WBGene00044378	CHROMOSOME_II	3514965	3515487
W09G10.6	WBGene00021118	CHROMOSOME_II	3516463	3518901
C16C8.14	WBGene00015852	CHROMOSOME_II	3445762	3451062
C16C8.16	WBGene00015853	CHROMOSOME_II	3445767	3446740
C16C8.20	WBGene00195070	CHROMOSOME_II	3446959	3448023
C16C8.21	WBGene00195071	CHROMOSOME_II	3448208	3448762
W09G10.3	WBGene00021116	CHROMOSOME_II	3525152	3528519
W09G10.5	WBGene00021117	CHROMOSOME_II	3519496	3520424
W10G11.19	WBGene00021148	CHROMOSOME_II	3550653	3553453
Y49F6B.8	WBGene00021720	CHROMOSOME_II	3479475	3482928
Y49F6B.4	WBGene00004896	CHROMOSOME_II	3482438	3490142
W10G11.1	WBGene00021134	CHROMOSOME_II	3559653	3560695
W10G11.17	WBGene00021147	CHROMOSOME_II	3563731	3565840
W10G11.4	WBGene00021137	CHROMOSOME_II	3562762	3563363
W10G11.16	WBGene00021146	CHROMOSOME_II	3566030	3567399
W10G11.5	WBGene00021138	CHROMOSOME_II	3568119	3569302
W09G10.1	WBGene00000648	CHROMOSOME_II	3520703	3524183
Y49F6B.2	WBGene00021715	CHROMOSOME_II	3502968	3504912
Y49F6B.9	WBGene00021721	CHROMOSOME_II	3493923	3499396
W10G11.6	WBGene00021139	CHROMOSOME_II	3569432	3570909
W10G11.14	WBGene00021144	CHROMOSOME_II	3573558	3574655
W10G11.15	WBGene00021145	CHROMOSOME_II	3571493	3572886
W10G11.3	WBGene00021136	CHROMOSOME_II	3560731	3562568
W10G11.2	WBGene00021135	CHROMOSOME_II	3560864	3561625
W10G11.13	WBGene00021143	CHROMOSOME_II	3577047	3578113
W10G11.12	WBGene00021142	CHROMOSOME_II	3578423	3579034
W10G11.7	WBGene00021140	CHROMOSOME_II	3574703	3576084
W10G11.11	WBGene00021141	CHROMOSOME_II	3580085	3581436
W10G11.10	WBGene00005281	CHROMOSOME_II	3582054	3583508
W10G11.9	WBGene00005282	CHROMOSOME_II	3584449	3586066
Y49F6A.2	WBGene00005280	CHROMOSOME_II	3588285	3589724
Y49F6A.3	WBGene00005509	CHROMOSOME_II	3592053	3593492
Y49F6A.1	WBGene00021711	CHROMOSOME_II	3603389	3607387
W09G10.4	WBGene00000162	CHROMOSOME_II	3532528	3546436
Y49F6A.5	WBGene00021713	CHROMOSOME_II	3607939	3609864
F40E12.1	WBGene00018234	CHROMOSOME_II	3617814	3618196
M151.4	WBGene00019796	CHROMOSOME_II	3624200	3626885
F40E12.2	WBGene00018235	CHROMOSOME_II	3610411	3615438
M151.7	WBGene00019799	CHROMOSOME_II	3622316	3624058
M151.3	WBGene00019795	CHROMOSOME_II	3627200	3630863
M151.2	WBGene00019794	CHROMOSOME_II	3631446	3634136
M151.5	WBGene00019797	CHROMOSOME_II	3637813	3639287
F19B10.11	WBGene00017590	CHROMOSOME_II	3651258	3654279
M151.6	WBGene00019798	CHROMOSOME_II	3645429	3646985
M151.1	WBGene00019793	CHROMOSOME_II	3641502	3644085
M151.8	WBGene00044314	CHROMOSOME_II	3647413	3648634
W10G11.20	WBGene00021149	CHROMOSOME_II	3553782	3554623
F19B10.13	WBGene00194713	CHROMOSOME_II	3662260	3662989
F19B10.5	WBGene00017587	CHROMOSOME_II	3655700	3657735
F19B10.4	WBGene00017586	CHROMOSOME_II	3660086	3662009
F19B10.3	WBGene00017585	CHROMOSOME_II	3664772	3665123
F19B10.6	WBGene00017588	CHROMOSOME_II	3663511	3663899
F19B10.8	WBGene00005989	CHROMOSOME_II	3669323	3671059
F19B10.7	WBGene00005988	CHROMOSOME_II	3667181	3668667
F19B10.9	WBGene00004750	CHROMOSOME_II	3671913	3673593
F19B10.1	WBGene00017583	CHROMOSOME_II	3683179	3684612
F19B10.2	WBGene00017584	CHROMOSOME_II	3675626	3676740
F40H7.12	WBGene00044379	CHROMOSOME_II	3687793	3688694
F40H7.4	WBGene00005992	CHROMOSOME_II	3689469	3690749
F40H7.7	WBGene00005995	CHROMOSOME_II	3698601	3699694
F40H7.5	WBGene00005993	CHROMOSOME_II	3693403	3694767
F40H7.2	WBGene00005999	CHROMOSOME_II	3705622	3707068
F40H7.8	WBGene00005996	CHROMOSOME_II	3699836	3701408
C46E10.6	WBGene00006001	CHROMOSOME_II	3709557	3710955
C46E10.5	WBGene00016711	CHROMOSOME_II	3711295	3713051
C46E10.7	WBGene00005318	CHROMOSOME_II	3715002	3716558
C46E10.4	WBGene00016710	CHROMOSOME_II	3717140	3719770
C46E10.10	WBGene00005319	CHROMOSOME_II	3713190	3714698
C46E10.3	WBGene00016709	CHROMOSOME_II	3721318	3723087
C46E10.2	WBGene00016708	CHROMOSOME_II	3723380	3723899
C46E10.9	WBGene00016713	CHROMOSOME_II	3727774	3729837
F12E12.5	WBGene00017406	CHROMOSOME_II	3730154	3731551
F12E12.4	WBGene00017405	CHROMOSOME_II	3731975	3733207
F12E12.6	WBGene00017407	CHROMOSOME_II	3735965	3736940
F12E12.3	WBGene00017404	CHROMOSOME_II	3737336	3738285
F12E12.2	WBGene00017403	CHROMOSOME_II	3739949	3740840
F12E12.12	WBGene00086558	CHROMOSOME_II	3744479	3745913
F12E12.10	WBGene00044694	CHROMOSOME_II	3747786	3748804
F12E12.9	WBGene00044693	CHROMOSOME_II	3746476	3747462
C46E10.1	WBGene00016707	CHROMOSOME_II	3724262	3725852
C46E10.8	WBGene00016712	CHROMOSOME_II	3725846	3727462
F12E12.8	WBGene00044692	CHROMOSOME_II	3749071	3750722
F19B10.10	WBGene00017589	CHROMOSOME_II	3677537	3681418
F12E12.7	WBGene00017408	CHROMOSOME_II	3751256	3752287
T24E12.5	WBGene00020774	CHROMOSOME_II	3753923	3757359
T24E12.4	WBGene00006002	CHROMOSOME_II	3757801	3759255
T24E12.8	WBGene00006003	CHROMOSOME_II	3763449	3764589
T24E12.12	WBGene00044380	CHROMOSOME_II	3759583	3760039
T24E12.9	WBGene00020776	CHROMOSOME_II	3765089	3768471
T24E12.10	WBGene00020777	CHROMOSOME_II	3768685	3773194
T24E12.3	WBGene00020773	CHROMOSOME_II	3776021	3777462
T24E12.11	WBGene00020778	CHROMOSOME_II	3778408	3779558
T24E12.2	WBGene00020772	CHROMOSOME_II	3782952	3784159
T24E12.1	WBGene00020771	CHROMOSOME_II	3785554	3786679
T24E12.13	WBGene00195077	CHROMOSOME_II	3787453	3788482
Y8A9A.4	WBGene00021173	CHROMOSOME_II	3790752	3791398
Y8A9A.3	WBGene00021172	CHROMOSOME_II	3791536	3792105
Y8A9A.5	WBGene00021174	CHROMOSOME_II	3792526	3793428
Y8A9A.6	WBGene00002115	CHROMOSOME_II	3802960	3803326
Y8A9A.2	WBGene00021171	CHROMOSOME_II	3795625	3800610
F54D10.5	WBGene00018806	CHROMOSOME_II	3807097	3808225
F54D10.3	WBGene00018804	CHROMOSOME_II	3812296	3813523
F54D10.2	WBGene00018803	CHROMOSOME_II	3816517	3818240
F54D10.7	WBGene00018808	CHROMOSOME_II	3820153	3821314
F12E12.1	WBGene00017402	CHROMOSOME_II	3741884	3742507
F12E12.11	WBGene00044811	CHROMOSOME_II	3742470	3744352
F54D10.1	WBGene00004821	CHROMOSOME_II	3824148	3824782
F54D10.8	WBGene00018809	CHROMOSOME_II	3825662	3827881
F54D10.9	WBGene00018810	CHROMOSOME_II	3829585	3831916
C17A2.5	WBGene00015873	CHROMOSOME_II	3833251	3836017
C17A2.4	WBGene00015872	CHROMOSOME_II	3839863	3841274
T24E12.6	WBGene00020775	CHROMOSOME_II	3760302	3761702
C17A2.7	WBGene00015875	CHROMOSOME_II	3841915	3843407
C17A2.2	WBGene00015870	CHROMOSOME_II	3846329	3848145
C17A2.3	WBGene00015871	CHROMOSOME_II	3843610	3845511
C17A2.8	WBGene00003662	CHROMOSOME_II	3849054	3850727
C17A2.1	WBGene00015869	CHROMOSOME_II	3852991	3854617
C49D10.7	WBGene00016775	CHROMOSOME_II	3855922	3856590
C49D10.8	WBGene00016776	CHROMOSOME_II	3858143	3860928
C49D10.9	WBGene00016777	CHROMOSOME_II	3863085	3864754
C49D10.6	WBGene00003665	CHROMOSOME_II	3866799	3868245
C49D10.4	WBGene00016773	CHROMOSOME_II	3869902	3873012
C49D10.11	WBGene00016779	CHROMOSOME_II	3877346	3877912
C49D10.10	WBGene00016778	CHROMOSOME_II	3873542	3877229
C49D10.3	WBGene00005456	CHROMOSOME_II	3878631	3879893
C49D10.2	WBGene00016772	CHROMOSOME_II	3880246	3882184
F53C3.8	WBGene00018752	CHROMOSOME_II	3891350	3892170
F54D10.4	WBGene00018805	CHROMOSOME_II	3805393	3807055
F53C3.7	WBGene00018751	CHROMOSOME_II	3894842	3896241
F53C3.5	WBGene00018749	CHROMOSOME_II	3899852	3900956
F53C3.4	WBGene00018748	CHROMOSOME_II	3901409	3902743
F53C3.11	WBGene00018754	CHROMOSOME_II	3905156	3906622
F53C3.2	WBGene00018746	CHROMOSOME_II	3907153	3908281
F53C3.12	WBGene00018755	CHROMOSOME_II	3908490	3910839
Y14H12B.2	WBGene00021192	CHROMOSOME_II	3932179	3933742
F53C3.1	WBGene00018745	CHROMOSOME_II	3912048	3913373
T20H12.1	WBGene00020643	CHROMOSOME_II	3949402	3951346
K10G6.2	WBGene00019640	CHROMOSOME_II	3976275	3977807
K10G6.4	WBGene00019641	CHROMOSOME_II	3972822	3974971
K10G6.1	WBGene00003017	CHROMOSOME_II	3982575	3986967
Y14H12A.2	WBGene00044382	CHROMOSOME_II	3988702	3989689
K10G6.3	WBGene00004751	CHROMOSOME_II	3961691	3972141
K10G6.5	WBGene00044381	CHROMOSOME_II	3987283	3988189
Y14H12A.1	WBGene00021190	CHROMOSOME_II	3993256	3993850
K07D4.6	WBGene00019486	CHROMOSOME_II	4016829	4018704
F53C3.3	WBGene00018747	CHROMOSOME_II	3902861	3904868
F53C3.6	WBGene00018750	CHROMOSOME_II	3898136	3899711
K07D4.4	WBGene00019484	CHROMOSOME_II	4031169	4032651
K07D4.2	WBGene00019483	CHROMOSOME_II	4044773	4047250
Y14H12B.1	WBGene00021191	CHROMOSOME_II	3934454	3936073
W06A11.4	WBGene00021055	CHROMOSOME_II	4055941	4057656
W06A11.2	WBGene00021053	CHROMOSOME_II	4058958	4061689
W06A11.3	WBGene00021054	CHROMOSOME_II	4062359	4064060
K07D4.5	WBGene00019485	CHROMOSOME_II	4020324	4025554
K07D4.7	WBGene00019487	CHROMOSOME_II	4004891	4016080
F53C3.13	WBGene00018756	CHROMOSOME_II	3920596	3927990
K07D4.9	WBGene00019488	CHROMOSOME_II	4028579	4030020
T08H4.2	WBGene00020367	CHROMOSOME_II	4109209	4112822
Y54C5A.1	WBGene00021822	CHROMOSOME_II	4140903	4141108
K07D4.8	WBGene00004135	CHROMOSOME_II	4038873	4043132
K07D4.3	WBGene00004467	CHROMOSOME_II	4043063	4044340
W06A11.1	WBGene00021052	CHROMOSOME_II	4067560	4069774
R11F4.3	WBGene00020009	CHROMOSOME_II	4068352	4072945
R03H10.4	WBGene00019856	CHROMOSOME_II	4167557	4168503
R03H10.2	WBGene00019855	CHROMOSOME_II	4155774	4167370
R11F4.2	WBGene00020008	CHROMOSOME_II	4083067	4086229
R03H10.5	WBGene00019857	CHROMOSOME_II	4169725	4170611
T08H4.1	WBGene00006476	CHROMOSOME_II	4120339	4127852
T08H4.3	WBGene00020368	CHROMOSOME_II	4127849	4134870
R03H10.7	WBGene00019859	CHROMOSOME_II	4177251	4178930
R11F4.1	WBGene00020007	CHROMOSOME_II	4091839	4094351
R03H10.6	WBGene00019858	CHROMOSOME_II	4171296	4173878
R03H10.1	WBGene00019854	CHROMOSOME_II	4180273	4183549
C16A11.3	WBGene00015816	CHROMOSOME_II	4229588	4230812
C16A11.5	WBGene00015818	CHROMOSOME_II	4223316	4226333
F31D5.1	WBGene00017944	CHROMOSOME_II	4219381	4222306
F31D5.6	WBGene00017949	CHROMOSOME_II	4209786	4213338
C16A11.9	WBGene00045297	CHROMOSOME_II	4234952	4235985
C16A11.10	WBGene00185089	CHROMOSOME_II	4231385	4234623
C16A11.6	WBGene00015819	CHROMOSOME_II	4236503	4237752
C16A11.1	WBGene00001673	CHROMOSOME_II	4247191	4255284
C16A11.8	WBGene00015821	CHROMOSOME_II	4257094	4258784
C01F1.4	WBGene00015299	CHROMOSOME_II	4276215	4279270
F56D3.1	WBGene00018969	CHROMOSOME_II	4142818	4149682
C01F1.5	WBGene00015300	CHROMOSOME_II	4279790	4281830
C16A11.4	WBGene00015817	CHROMOSOME_II	4227048	4229171
F31D5.2	WBGene00017945	CHROMOSOME_II	4215607	4218242
C01F1.6	WBGene00015301	CHROMOSOME_II	4282220	4288212
Y52E8A.4	WBGene00021797	CHROMOSOME_II	4309838	4312217
Y52E8A.5	WBGene00005787	CHROMOSOME_II	4314418	4316113
Y52E8A.2	WBGene00021795	CHROMOSOME_II	4320675	4321626
Y52E8A.1	WBGene00021794	CHROMOSOME_II	4321664	4322620
H20J04.6	WBGene00019221	CHROMOSOME_II	4323262	4324190
C16A11.7	WBGene00015820	CHROMOSOME_II	4255507	4256942
C16A11.2	WBGene00015815	CHROMOSOME_II	4238175	4244835
C01F1.1	WBGene00015296	CHROMOSOME_II	4301608	4305289
Y52E8A.3	WBGene00021796	CHROMOSOME_II	4305263	4307030
H20J04.5	WBGene00019220	CHROMOSOME_II	4326722	4328291
H20J04.2	WBGene00019217	CHROMOSOME_II	4340154	4350988
