wbid	bc4289	N2	bc4289vsN2.log2.deseq	bc4289vsN2.log2	bc4289vsN2.log2.pval
C33H5.9	WBGene00016376	533.998802967726	287.033098342204	-0.0216168879292653	0.895619401464456	0.999280089884522
C34B2.1	WBGene00016386	6.99998819553884	7.00106807530936	0.874225059200684	-0.000222545665502826	0.999280089884522
C34B2.10	WBGene00016395	1088.99880869949	607.88022737852	0.0328591355811455	0.841143377954039	0.999280089884522
C34B2.11	WBGene00016396	55.9995497622898	71.9445010402599	1.23547170677496	-0.361469193239777	0.999280089884522
C34B2.2	WBGene00016387	2344.98984101279	1358.87707403507	0.0868357945878784	0.7871667189473	0.999280089884522
C34B2.3	WBGene00016388	0.183946844357578	0.702114039275929	2.80641896273707	-1.93241644920191	0.999280089884522
C34B2.4	WBGene00016389	1.99999496192452	0.517333956621287	-1.07682605728207	1.95082857081709	0.999280089884522
C34B2.5	WBGene00016390	360.999673957329	217.67515003904	0.144181697176975	0.72982081635823	0.999280089884522
C34B2.6	WBGene00016391	2082.99184009163	1581.13481417026	0.476305708913113	0.397696804622079	0.999280089884522
C34B2.7	WBGene00016392	891.998121012426	514.395459383068	0.0798397503307738	0.794162763204415	0.999280089884522
C34B2.8	WBGene00016393	3492.99581341041	1768.7375506131	-0.10774240656483	0.981744920100022	0.999280089884522
C34B2.9	WBGene00016394	61.999590344749	74.5673428166738	1.14028776291322	-0.266285249378031	0.999280089884522
C34B4.1	WBGene00003143	399.994441737742	524.437661176586	1.26479385367731	-0.390791340142122	0.999280089884522
C34B4.2	WBGene00007907	195.99894913721	236.947822069186	1.14772599463795	-0.273723481102755	0.999280089884522
C34B4.3	WBGene00007908	10.9999958676542	29.6970071396723	2.30681707550202	-1.43281456196683	0.999280089884522
C34B4.4	WBGene00007909	3.99999458435304	2.55306339717194	0.226233829729834	0.647768683805441	0.999280089884522
C34B4.5	WBGene00007910	1.99999701951172	0.724912931528732	-0.590115706316769	1.46411821985249	0.999280089884522
C34B4.7	WBGene00077698	0.183948286456813	0.897520510445884	3.16064718464801	-2.28664467111307	0.999280089884522
C34B7.1	WBGene00007911	35.9999028070733	55.3311291088579	1.49410086626416	-0.620098352728967	0.999280089884522
C34B7.2	WBGene00007912	1239.99680613962	704.937599240773	0.0592335704284401	0.814768943106755	0.999280089884522
C34B7.3	WBGene00007913	2.00000972074884	8.30040826502993	2.92717780031688	-2.05317528678172	0.999280089884522
C34B7.4	WBGene00007914	1182.9946431599	701.996125468132	0.12109394564712	0.752908567888079	0.999280089884522
C34C12.1	WBGene00007920	0.183956533595601	0.349947457474519	1.80177592227897	-0.927773408743778	0.999280089884522
C34C12.2	WBGene00007921	1944.99592078335	1154.24009502232	0.121178736187597	0.752823777347597	0.999280089884522
C34C12.3	WBGene00007922	2763.99204920318	1640.24928910735	0.121164143641696	0.752838369893496	0.999280089884522
C34C12.4	WBGene00007923	643.99952143597	517.771522428154	0.559258516087443	0.314743997447753	0.999280089884522
C34C12.5	WBGene00007924	1833.99563639075	1201.56230775981	0.263923769444422	0.610078744090757	0.999280089884522
C34C12.6	WBGene00007925	508.982822664015	396.24253755739	0.512769310212618	0.361233203322576	0.999280089884522
C34C12.7	WBGene00007926	9.0000053519877	26.606057536429	2.43775949790071	-1.56375698436553	0.999280089884522
C34C12.8	WBGene00007927	357.999750441279	359.873032038053	0.88153192618371	-0.00752941264851878	0.999280089884522
C34C12.9	WBGene00007928	6.99999267790511	5.09195778972915	0.414869560487337	0.45913295304786	0.999280089884522
C34C6.1	WBGene00005172	0.183949252714137	0.444005112311836	2.14527098608008	-1.2712684725451	0.999280089884522
C34C6.2	WBGene00007915	1146.99918571436	549.736515849172	-0.187049635968382	1.06105214950357	0.999280089884522
C34C6.3	WBGene00007916	103.998388523778	160.18804472244	1.49720781928591	-0.623205305750714	0.999280089884522
C34C6.4	WBGene00007917	347.999789076968	215.950844266556	0.185619038697065	0.688383474838124	0.999280089884522
C34C6.5	WBGene00007918	199.999482642867	102.58519035808	-0.0891712822379766	0.963173795773157	0.999280089884522
C34C6.6	WBGene00004194	411.998994269126	250.826038605744	0.158048822012243	0.715953691522946	0.999280089884522
C34C6.7	WBGene00007919	23.9997520215369	33.3902874111442	1.350411525968	-0.47640901243281	0.999280089884522
C34C6.8	WBGene00000432	0.183956613609052	0.356095390804563	1.82690073050864	-0.952898216973444	0.999280089884522
C34C6.9	WBGene00194940	2.00000092950521	1.30360905911217	0.256513125919698	0.617489387616	0.999280089884522
C34D1.1	WBGene00007929	6.0000151184937	16.3359821875952	2.31901767072212	-1.44501515718694	0.999280089884522
C34D1.2	WBGene00007930	0.183955420361598	0.274644395875014	1.4522111806181	-0.578208667082908	0.999280089884522
C34D1.3	WBGene00003850	18.9999392874245	46.2433870691062	2.15725477601243	-1.28325226247724	0.999280089884522
C34D1.4	WBGene00007931	9.00000284498041	24.1334545905239	2.29703959627746	-1.42303708274228	0.999280089884522
C34D1.5	WBGene00007932	24.9997284267333	35.0300082967714	1.36068142046795	-0.486678906932758	0.999280089884522
C34D10.1	WBGene00016406	960.99935000775	626.878531573942	0.257652981627057	0.616349531908141	0.999280089884522
C34D10.2	WBGene00016407	54.9995817805528	98.072552551926	1.70843129277593	-0.834428779240742	0.999280089884522
C34D4.1	WBGene00016397	111.998596451205	82.6824327746888	0.436174603848267	0.437827909686919	0.999280089884522
C34D4.10	WBGene00016402	2.00000286147452	2.3164880501982	1.08593968954372	-0.211937176008505	0.999280089884522
C34D4.11	WBGene00016403	50.9997386277169	22.7119304313194	-0.293037004717424	1.1670395182526	0.999280089884522
C34D4.12	WBGene00000888	1163.9971436469	719.135666470352	0.17925086447497	0.694751649060233	0.999280089884522
C34D4.13	WBGene00016404	390.999895379487	275.422857176805	0.36848258485948	0.505519928675712	0.999280089884522
C34D4.14	WBGene00016405	18358.9209927334	9602.53618315353	-0.0609913562441021	0.93499386977929	0.999280089884522
C34D4.15	WBGene00000687	82.998910321859	259.97311500042	2.52120064805546	-1.64719813452027	0.999280089884522
C34D4.2	WBGene00016398	4.99999370502949	3.48859179258853	0.354721029641858	0.519281483893347	0.999280089884522
C34D4.3	WBGene00016399	0.183957543164851	0.435948453622279	2.11878723979141	-1.24478472625621	0.999280089884522
C34D4.4	WBGene00016400	1125.99865745651	599.615386886097	-0.0350932834936889	0.9090957970289	0.999280089884522
C34D4.8	WBGene00006113	NA	NA	NA	NA	NA
C34D4.9	WBGene00003527	27.9997972968547	37.7659990558342	1.3056740828638	-0.431671569328612	0.999280089884522
C34E10.1	WBGene00001662	1220.99967788291	685.641459116321	0.0414659473686448	0.832536566166554	0.999280089884522
C34E10.10	WBGene00016411	383.999562458823	242.92491512287	0.213408311221595	0.660594202313612	0.999280089884522
C34E10.11	WBGene00016412	654.999582463151	376.021896724985	0.0733252027497316	0.800677310785457	0.999280089884522
C34E10.2	WBGene00001661	908.997993957456	538.714665333313	0.119246742897649	0.754755770637545	0.999280089884522
C34E10.3	WBGene00001660	409.999878961958	204.869655501471	-0.126914656509989	1.00091717004518	0.999280089884522
C34E10.4	WBGene00006946	390.999739276281	270.08484470351	0.340247556044599	0.533754957490588	0.999280089884522
C34E10.5	WBGene00016408	822.997605685084	632.106580572339	0.493282114251159	0.380720399284047	0.999280089884522
C34E10.6	WBGene00000229	31969.9559088166	22479.0942003792	0.365869662143367	0.508132851391822	0.999280089884522
C34E10.7	WBGene00000561	826.999114612817	368.02967431806	-0.294061175501323	1.16806368903651	0.999280089884522
C34E10.8	WBGene00016409	3057.99111536063	1785.62859255749	0.0978503321781093	0.776152181357097	0.999280089884522
C34E10.9	WBGene00016410	1.00000574001405	1.33145896861081	1.28700220236708	-0.412999688831482	0.999280089884522
C34E11.1	WBGene00004682	1721.99788038084	1142.53726886194	0.282160372497164	0.59184214103802	0.999280089884522
C34E11.2	WBGene00007935	163.997895246468	273.335307694652	1.61099704411339	-0.736994530578192	0.999280089884522
C34E11.3	WBGene00044079	1113.96320347962	1267.51431268566	1.0603029734217	-0.186300459886508	0.999280089884522
C34E11.4	WBGene00007937	1.00000918039181	1.58657778509442	1.53990752303984	-0.665905009504595	0.999280089884522
C34E11.7	WBGene00138725	30.99938785242	11.3826666700148	-0.571398629134995	1.44540114267018	0.999280089884522
C34E7.1	WBGene00004108	462.992870015865	586.427911747024	1.21496630897623	-0.340963795441033	0.999280089884522
C34E7.3	WBGene00007933	0.183949045724493	10.0241463577293	6.64203189529364	-5.76802938175844	0.999280089884522
C34E7.4	WBGene00007934	4661.99510113272	1989.32723419906	-0.354664363255669	1.22866687679087	0.999280089884522
C34F11.1	WBGene00016413	0.183955420361598	0.274644395875014	1.4522111806181	-0.578208667082908	0.999280089884522
C34F11.2	WBGene00016414	0.183955420361598	0.274644395875014	1.4522111806181	-0.578208667082908	0.999280089884522
C34F11.3	WBGene00016415	915.993377436601	920.410057142159	0.880942093449173	-0.0069395799139821	0.999280089884522
C34F11.4	WBGene00003443	6.99994815274876	2.3299300359858	-0.71305508905967	1.58705760259483	0.999280089884522
C34F11.5	WBGene00016416	6.99999633796453	9.47833332936864	1.31128174407359	-0.437279230538396	0.999280089884522
C34F11.6	WBGene00003442	1.00000529589179	1.32464780651727	1.27960370432153	-0.405601190786729	0.999280089884522
C34F11.8	WBGene00016417	0.183948031486942	0.733242676501328	2.86899503275899	-1.99499251922444	0.999280089884522
C34F11.9	WBGene00001101	1977.99382975525	1197.75200897249	0.150293821124589	0.723708692410604	0.999280089884522
C34F6.1	WBGene00007938	112.997657599545	110.76959189509	0.8452715389583	0.028730974576892	0.999280089884522
C34F6.10	WBGene00007944	915.994195498755	601.583728788184	0.267429603846681	0.606572909688505	0.999280089884522
C34F6.11	WBGene00007945	15.9998751600494	9.15305304099577	0.0682668111331966	0.805735702401979	0.999280089884522
C34F6.12	WBGene00195211	0.18396013266241	0.76597059464575	2.93189837894275	-2.05789586540757	0.999280089884522
C34F6.2	WBGene00000751	14.9999155822356	9.57009123302309	0.225652715413384	0.648349798121806	0.999280089884522
C34F6.3	WBGene00000752	2.00000012881851	1.09131907676795	7.53950225061275e-05	0.873927118512376	0.999965515860939
C34F6.4	WBGene00002029	518.99922059743	239.376561797421	-0.24244795865288	1.11645047218808	0.999280089884522
C34F6.5	WBGene00007939	75.9996892168697	36.985948109511	-0.165013746704481	1.03901626023966	0.999280089884522
C34F6.6	WBGene00007940	32.9999475497775	29.1536328891133	0.695214453661036	0.178788059874152	0.999280089884522
C34F6.7	WBGene00007941	608.999392962156	319.867937793114	-0.054961886486866	0.928964400022053	0.999280089884522
C34F6.8	WBGene00007942	1690.99955304334	825.397040037863	-0.160713595078691	1.03471610861389	0.999280089884522
C34F6.9	WBGene00007943	1013.99926930607	535.383812211257	-0.0474086755629241	0.921411189098105	0.999280089884522
C34G6.1	WBGene00016418	785.998821540019	547.7783716967	0.353067668369719	0.520934845165467	0.999280089884522
C34G6.2	WBGene00016419	33.9996898450253	28.0472363189644	0.59633954727675	0.277662966258442	0.999280089884522
C34G6.3	WBGene00016420	1.00001043522367	1.8819064225266	1.78618235085559	-0.91217983732013	0.999280089884522
C34G6.4	WBGene00003996	997.998954408967	635.249796444549	0.222288217456018	0.651714296079185	0.999280089884522
C34G6.5	WBGene00016421	434.998830260823	269.553742299256	0.18356393116256	0.690438582372632	0.999280089884522
C34G6.6	WBGene00016422	25312.5279100626	11461.0730435195	-0.269106957281164	1.14310947081635	0.999280089884522
C34G6.7	WBGene00004109	1995.99976675217	1250.87882281174	0.199832998598678	0.674169514936511	0.999280089884522
C34H3.1	WBGene00016423	660.99388080487	449.416819084567	0.317419714885353	0.556582798649842	0.999280089884522
C34H3.2	WBGene00003846	329.998317291124	172.649169671695	-0.0606127586460374	0.934615272181233	0.999280089884522
C34H4.1	WBGene00016424	0.183957517531229	4.44663985666294	5.46927353664612	-4.59527102311092	0.999280089884522
C34H4.2	WBGene00016425	11.9999983775153	37.7090363054891	2.52587858410917	-1.65187607057398	0.999280089884522
C34H4.3	WBGene00044073	2.00005223988768	15.6867936851885	3.84544342742616	-2.97144091389097	0.999280089884522
C34H4.4	WBGene00000681	747.977943758093	2781.94702827788	2.76902982905836	-1.89502731552317	0.999280089884522
C34H4.5	WBGene00016427	NA	NA	NA	NA	NA
C35A11.1	WBGene00016428	11.000002736334	34.5367067909997	2.52462915375903	-1.65062664022385	0.999280089884522
C35A11.2	WBGene00016429	60.99964790898	45.0573746169111	0.436964851804816	0.437037661730368	0.999280089884522
C35A11.3	WBGene00016430	0.999995517306766	0.218819467230077	-1.31817802126292	2.19218053479811	0.999280089884522
C35A11.4	WBGene00016431	4.00004208564782	19.7392141459544	3.1769799839355	-2.30297747040032	0.999280089884522
C35A5.1	WBGene00000173	0.183954097379041	6.19272717445528	5.94715968565084	-5.07315717211564	0.999280089884522
C35A5.10	WBGene00044016	27.999758525294	70.1681985864954	2.19940545323857	-1.32540293970338	0.999280089884522
C35A5.11	WBGene00044024	319.981998602144	414.353619603706	1.2468742935573	-0.372871780022113	0.999280089884522
C35A5.2	WBGene00007946	8.99999534529982	13.2936268039686	1.43674111148605	-0.562738597950855	0.999280089884522
C35A5.3	WBGene00007947	10.9999100188415	8.7109230487624	0.537408297752534	0.336594215782648	0.999280089884522
C35A5.4	WBGene00007948	2.00000164290071	1.2310285114629	0.173865504447368	0.700137009087952	0.999280089884522
C35A5.5	WBGene00007949	32.9993246372401	30.7252941265228	0.770992836164901	0.103009677370288	0.999280089884522
C35A5.6	WBGene00007950	13.9999368225143	21.4194588197391	1.48750422646788	-0.613501712932692	0.999280089884522
C35A5.7	WBGene00007951	14.9999723226956	22.8507462461949	1.481283955547	-0.607281442011805	0.999280089884522
C35A5.8	WBGene00007952	5781.9796222568	3619.59258558268	0.198266308732141	0.675736204803049	0.999280089884522
C35A5.9	WBGene00007953	61.9997004162983	22.2249840643026	-0.606076346233839	1.48007885976902	0.999280089884522
C35B1.1	WBGene00006701	773.999714158201	611.972202463167	0.535135603009335	0.338866910525857	0.999280089884522
C35B1.2	WBGene00016432	681.99955493587	332.09522960432	-0.164171284893573	1.03817379842875	0.999280089884522
C35B1.3	WBGene00016433	NA	NA	NA	NA	NA
C35B1.4	WBGene00016434	1.00000805271517	3.25634274402624	2.57724345340032	-1.70324093986524	0.999280089884522
C35B1.5	WBGene00016435	621.99548170992	660.304861011945	0.960230679922085	-0.0862281663868877	0.999280089884522
C35B1.7	WBGene00016436	17.9999689620895	23.3694250504978	1.25063033511604	-0.376627821580851	0.999280089884522
C35B1.8	WBGene00016437	3.00000222805868	3.78181712638324	1.20811854333183	-0.334116029796597	0.999280089884522
C35B1.9	WBGene00195006	0.183957771416051	0.458153637430468	2.19045936175432	-1.31645684821913	0.999280089884522
C35B8.1	WBGene00000748	2.0000017373506	1.78064030473263	0.706397376973197	0.167605136562025	0.999280089884522
C35B8.2	WBGene00006887	2101.99807439124	939.016110366273	-0.288537019123301	1.16253953265849	0.999280089884522
C35B8.3	WBGene00016438	225.999943393681	113.692621419662	-0.117181270494319	0.991183784029499	0.999280089884522
C35B8.4	WBGene00044743	68.9985240039761	101.487140927326	1.43066204816869	-0.556659534633503	0.999280089884522
C35C5.1	WBGene00004746	4982.99009157962	2605.85314185907	-0.0612534115731012	0.935255925108285	0.999280089884522
C35C5.10	WBGene00007959	215.994748768578	230.241597872854	0.966154784807246	-0.0921522712720603	0.999280089884522
C35C5.11	WBGene00044121	1.00000071134242	0.274645819007721	-0.990354278034812	1.86435679157	0.999280089884522
C35C5.2	WBGene00007954	0.183955420361598	0.274644395875014	1.4522111806181	-0.578208667082908	0.999280089884522
C35C5.3	WBGene00007955	3569.99778078632	1716.82931642946	-0.182174047144966	1.05617656068016	0.999280089884522
C35C5.4	WBGene00003239	1729.99730567962	897.169043419004	-0.0733155308723887	0.94731804440757	0.999280089884522
C35C5.5	WBGene00002975	124.997936674426	101.374253897901	0.571789529263701	0.302212984271495	0.999280089884522
C35C5.6	WBGene00007956	1121.99975550353	654.505670670904	0.0964077488896611	0.777594764645546	0.999280089884522
C35C5.8	WBGene00007957	7.99997735689525	4.31299828203835	-0.01730226165665	0.891304775191851	0.999280089884522
C35C5.9	WBGene00007958	0.183957285521288	8.08351678601068	6.33154287719544	-5.45754036366024	0.999280089884522
C35D10.1	WBGene00016439	1442.99956911416	770.240982328421	-0.0316865635161245	0.905689077051321	0.999280089884522
C35D10.10	WBGene00016446	756.999664691936	462.828419007249	0.164187305181317	0.709815208353868	0.999280089884522
C35D10.11	WBGene00016447	7.99993955500573	4.93654796680046	0.17751595947914	0.696486554056055	0.999280089884522
C35D10.12	WBGene00016448	44.9997269280054	64.9639198934279	1.40372495349069	-0.529722439955502	0.999280089884522
C35D10.13	WBGene00016449	3037.98833915061	1616.09235532846	-0.0366041721689649	0.910606685704147	0.999280089884522
C35D10.14	WBGene00016450	28.9997722674006	95.1206454309453	2.58771944697407	-1.71371693343887	0.999280089884522
C35D10.15	WBGene00016451	2.99998682196009	0.622570887034878	-1.39464363039065	2.26864614392554	0.999280089884522
C35D10.16	WBGene00000204	1701.99446097662	898.193592679416	-0.0481254926341392	0.922128006169327	0.999280089884522
C35D10.17	WBGene00016452	293.999224849317	148.753442841024	-0.108886778332473	0.982889291867647	0.999280089884522
C35D10.2	WBGene00016440	15.9999689642439	19.3346143164857	1.14711939294969	-0.273116879414484	0.999280089884522
C35D10.3	WBGene00016441	0.183945027195692	0.910790467016409	3.18184703006166	-2.30784451652657	0.999280089884522
C35D10.4	WBGene00000767	639.999776539002	367.268592422541	0.0727666390572596	0.801235874477922	0.999280089884522
C35D10.5	WBGene00016442	317.999958148818	186.79122024268	0.106402583467098	0.767599930068067	0.999280089884522
C35D10.6	WBGene00016443	584.999808333183	255.186509148361	-0.322881577793648	1.19688409132883	0.999280089884522
C35D10.7	WBGene00016444	1089.99790222274	714.468402732933	0.264619269952214	0.609383243582969	0.999280089884522
C35D10.8	WBGene00016445	74.9998974032029	30.7819846098632	-0.410799858845517	1.28480237238068	0.999280089884522
C35D10.9	WBGene00000418	1745.99898913903	777.482803117721	-0.293167539952498	1.16717005348769	0.999280089884522
C35D6.1	WBGene00005436	NA	NA	NA	NA	NA
C35D6.10	WBGene00023513	NA	NA	NA	NA	NA
C35D6.2	WBGene00005435	NA	NA	NA	NA	NA
C35D6.3	WBGene00007960	48.999453073133	33.6289577909894	0.330940935827044	0.54306157770815	0.999280089884522
C35D6.4	WBGene00007961	277.998009508782	133.739965709066	-0.181641387097468	1.05564390063267	0.999280089884522
C35D6.9	WBGene00023508	NA	NA	NA	NA	NA
C35E7.1	WBGene00016453	6197.93725218443	3934.01607054248	0.218217215427744	0.655785298107454	0.999280089884522
C35E7.10	WBGene00016462	14.9999915300127	13.9157727710298	0.765761854124822	0.108240659410372	0.999280089884522
C35E7.11	WBGene00016463	85.9993495337646	109.59922063404	1.22384239981364	-0.349839886278447	0.999280089884522
C35E7.2	WBGene00016454	202.997615431979	285.022642580019	1.36361626649829	-0.489613752963101	0.999280089884522
C35E7.3	WBGene00016455	565.996682372018	391.720714132052	0.343034336709324	0.530968176825866	0.999280089884522
C35E7.4	WBGene00016456	784.986542169907	681.570813531488	0.670198150205743	0.203804363329447	0.999280089884522
C35E7.5	WBGene00016457	31973.9247949751	15170.4736031884	-0.201627206655062	1.07562972019026	0.999280089884522
C35E7.6	WBGene00016458	2065.99515495474	812.265914425761	-0.47281034721686	1.34681286075205	0.999280089884522
C35E7.7	WBGene00016459	3.00000353613519	2.94543737598362	0.847520191955561	0.0264823215796061	0.999280089884522
C35E7.8	WBGene00016460	214.999158820977	132.724137952898	0.178102269365166	0.695900244170033	0.999280089884522
C35E7.9	WBGene00016461	3.9999975335492	2.4783202429489	0.183366024441163	0.690636489094171	0.999280089884522
C36A4.1	WBGene00007963	3.00000132245271	2.6693779061162	0.705542940359884	0.168459573175178	0.999280089884522
C36A4.10	WBGene00007970	1.00000606251777	0.951641941085038	0.802484528417608	0.0715179851178576	0.999280089884522
C36A4.11	WBGene00044167	5.99997718431516	1.71577585765607	-0.932093404134646	1.80609591767012	0.999280089884522
C36A4.2	WBGene00007964	24.9997247812581	7.67991144565549	-0.828748118047821	1.70275063158301	0.999280089884522
C36A4.3	WBGene00014697	127.999468897122	68.208208274131	-0.0341180397769905	0.908120553312183	0.999280089884522
C36A4.4	WBGene00007965	320.999917713228	199.928798768187	0.190915886249694	0.683086627285526	0.999280089884522
C36A4.5	WBGene00007966	263.999009507994	172.53986357775	0.260399717150458	0.61360279638474	0.999280089884522
C36A4.6	WBGene00007967	15.9999676984271	15.4541754097728	0.823930199211275	0.0500723143239115	0.999280089884522
C36A4.8	WBGene00000264	911.997872283276	422.621295282286	-0.23566248056759	1.10966499410278	0.999280089884522
C36A4.9	WBGene00007969	1016.99867989375	770.74516261752	0.474010541787828	0.399991971747366	0.999280089884522
C36B1.1	WBGene00000527	313.995192513129	389.559588227358	1.18510406714045	-0.31110155360527	0.999280089884522
C36B1.10	WBGene00007977	13.9999592967211	7.62399976536272	-0.00280013921057617	0.87680265274576	0.999302648773238
C36B1.11	WBGene00007978	2245.99300844667	1167.74177791022	-0.0696296361103532	0.943632149645556	0.999280089884522
C36B1.12	WBGene00007979	6559.9477002109	4176.47959002772	0.222605588441841	0.651396925093338	0.999280089884522
C36B1.13	WBGene00044120	1.00000639538851	1.0277840253416	0.913530420854914	-0.039527907320049	0.999280089884522
C36B1.14	WBGene00044614	557.999313241256	290.888427682833	-0.0657949295957587	0.939797443130958	0.999280089884522
C36B1.3	WBGene00007971	1743.99609972721	875.664840779537	-0.119943608613261	0.99394612214845	0.999280089884522
C36B1.4	WBGene00003925	1212.99689700804	725.030982358784	0.131541205127732	0.742461308407452	0.999280089884522
C36B1.5	WBGene00007972	866.999182051495	425.293864356481	-0.153568077244809	1.02757059078	0.999280089884522
C36B1.6	WBGene00007973	1.00000324192399	0.335997636318763	-0.699479174505296	1.57348168804053	0.999280089884522
C36B1.7	WBGene00007974	828.995838625115	532.116969478455	0.234381066331263	0.639621447203928	0.999280089884522
C36B1.8	WBGene00007975	3634.98877939815	2517.25996372475	0.343905817655108	0.530096695880093	0.999280089884522
C36B1.9	WBGene00007976	783.999652265994	500.77178686013	0.227302783193815	0.646699730341376	0.999280089884522
C36B7.1	WBGene00016464	9.99999188913255	11.1179343696328	1.02689245452596	-0.15288994099078	0.999280089884522
C36B7.2	WBGene00016465	19.9999837555635	22.2962832893005	1.03080692340734	-0.156804409872142	0.999280089884522
C36B7.3	WBGene00016466	8.99998375629681	2.1013427109557	-1.22460841167288	2.09861092520793	0.999280089884522
C36B7.4	WBGene00016467	1.00001209151492	1.24411836081259	1.18910881393198	-0.315106300397029	0.999280089884522
C36B7.5	WBGene00016468	46.9992982835456	77.1298033744232	1.58865172960251	-0.714649216067314	0.999280089884522
C36B7.6	WBGene00016469	2750.99733963724	1121.23941991054	-0.420857859112946	1.29486037264815	0.999280089884522
C36B7.7	WBGene00001841	0.183956391467957	1.51137462220811	3.91242810909133	-3.03842559555608	0.999280089884522
C36B7.8	WBGene00044576	1.00001148965042	1.46325413516338	1.42316629330604	-0.549163779770683	0.999280089884522
C36C5.10	WBGene00016479	NA	NA	NA	NA	NA
C36C5.11	WBGene00016480	NA	NA	NA	NA	NA
C36C5.12	WBGene00016481	1.00000738682971	0.468673464514001	-0.219353124040089	1.09335563757486	0.999280089884522
C36C5.14	WBGene00016483	0.183950044057645	0.454295916962578	2.17832083074925	-1.30431831721434	0.999280089884522
C36C5.15	WBGene00016484	0.183955420361598	0.274644395875014	1.4522111806181	-0.578208667082908	0.999280089884522
C36C5.2	WBGene00016471	NA	NA	NA	NA	NA
C36C5.3	WBGene00016472	0.183955420361598	0.274644395875014	1.4522111806181	-0.578208667082908	0.999280089884522
C36C5.4	WBGene00016473	NA	NA	NA	NA	NA
C36C5.5	WBGene00016474	0.183955420361598	0.274644395875014	1.4522111806181	-0.578208667082908	0.999280089884522
C36C5.6	WBGene00016475	0.183949591034578	0.450992646410996	2.16779595472563	-1.29379344119079	0.999280089884522
C36C5.7	WBGene00016476	0.999995517306766	0.218819467230077	-1.31817802126292	2.19218053479811	0.999280089884522
C36C5.8	WBGene00016477	4.99999825746458	5.0213090727574	0.880138450269305	-0.00613593673409178	0.999280089884522
C36C5.9	WBGene00016478	2.00000241746358	1.84357453382769	0.756506513996883	0.11749599953858	0.999280089884522
C36C9.1	WBGene00016485	976.991423714812	525.767626567335	-0.0199180716723348	0.89392058520753	0.999280089884522
C36C9.2	WBGene00006550	71.9997194892812	36.9461738833578	-0.0885638045487451	0.962566318083941	0.999280089884522
C36C9.3	WBGene00016486	152.999295431944	89.4666869314998	0.099900001869594	0.774102511665607	0.999280089884522
C36C9.4	WBGene00016487	0.999995517306766	0.218819467230077	-1.31817802126292	2.19218053479811	0.999280089884522
C36C9.5	WBGene00016488	19.9999349957372	13.9369236291393	0.352919345250992	0.521083168284188	0.999280089884522
C36C9.6	WBGene00044560	NA	NA	NA	NA	NA
C36E6.1	WBGene00016489	4035.99413360025	2473.87923483974	0.167853511349796	0.706149002185399	0.999280089884522
C36E6.2	WBGene00016490	716.999658987586	322.319616115081	-0.279477926891277	1.15348044042646	0.999280089884522
C36E6.3	WBGene00003369	2527.90240577225	3489.22624868646	1.33896889469902	-0.464966381163824	0.999280089884522
C36E6.5	WBGene00003370	1815.94089573661	2601.27939360214	1.39250662823363	-0.518504114698437	0.999280089884522
C36E6.8	WBGene00044683	0.183956565107552	0.352355945470304	1.81167090644971	-0.937668392914523	0.999280089884522
C36E8.1	WBGene00007980	2760.99192533669	2602.66727586318	0.788806734704975	0.0851957788302171	0.999280089884522
C36E8.2	WBGene00007981	59.9992952838323	88.1511629918749	1.42903656112452	-0.55503404758933	0.999280089884522
C36E8.3	WBGene00007982	2276.99535648947	936.705305990275	-0.40746169335609	1.28146420689128	0.999280089884522
C36E8.4	WBGene00007983	333.995056843181	156.788334157476	-0.217006017644188	1.09100853117938	0.999280089884522
C36E8.5	WBGene00006537	87206.1600305581	55696.5640206271	0.227160795415048	0.646841718120131	0.999280089884522
C36E8.6	WBGene00044230	0.183955378849543	0.27217401880433	1.43917600883753	-0.565173495302335	0.999280089884522
C36F7.1	WBGene00007984	2902.9871055112	1186.05012710444	-0.417370665188488	1.29137317872368	0.999280089884522
C36F7.2	WBGene00007985	182.999667780823	109.227746774917	0.129500870122185	0.744501643413011	0.999280089884522
C36F7.4	WBGene00004372	275.997272432934	191.985743163002	0.350347684593525	0.523654828941672	0.999280089884522
C36F7.5	WBGene00007986	2.00000305974339	2.46499106257125	1.17558272216739	-0.301580208631882	0.999280089884522
C36H8.1	WBGene00007987	4.99999423421358	2.7621499460287	0.0178677221454761	0.85613479138989	0.999280089884522
C36H8.2	WBGene00002128	270.990841087838	357.200310218395	1.27249175454552	-0.398489241010328	0.999280089884522
C36H8.3	WBGene00001452	32.99975672713	66.2925938867101	1.88039482803865	-1.00639231450345	0.999280089884522
C37A2.2	WBGene00004110	9961.98879559099	6061.26620652405	0.157187931229549	0.716814582305646	0.999280089884522
C37A2.3	WBGene00016491	1.0000039543456	1.0334236352533	0.921428593513128	-0.0474260799780978	0.999280089884522
C37A2.4	WBGene00000871	1378.99736186008	569.176909347277	-0.402668143128043	1.27667065666324	0.999280089884522
C37A2.5	WBGene00004111	3265.99865569939	1577.96173342564	-0.175459464039943	1.04946197757514	0.999280089884522
C37A2.6	WBGene00016492	16.999992085619	13.4574545213033	0.536873988682035	0.337128524853182	0.999280089884522
C37A2.7	WBGene00016493	5501.97594661985	4109.87215647569	0.453146198486679	0.420856315048504	0.999280089884522
C37A2.8	WBGene00016494	1742.9984888651	870.051646919306	-0.128395857072182	1.00239837060738	0.999280089884522
